is_returning,last_reported,num_scooters_unavailable,num_bikes_available,num_ebikes_available,station_id,num_scooters_available,legacy_id,num_docks_available,is_installed,num_docks_disabled,num_bikes_disabled,is_renting,eightd_has_available_keys
1,1709605435,0.0,13,13,ceb179f3-89c3-4c3e-8a0a-3415406a9463,0.0,4067,10,1,0,0,1,False
1,1709605436,0.0,14,0,66de4959-0aca-11e7-82f6-3863bb44ef7c,0.0,3396,8,1,0,2,1,False
1,1709605436,0.0,12,5,d11b9869-8964-4b79-aafc-4b60ad1b44c4,0.0,3776,10,1,0,1,1,False
1,1709605436,0.0,3,2,59af018a-2ee9-489a-b445-bb6fba9c1119,0.0,4054,15,1,0,1,1,False
1,1709605435,0.0,19,0,a45a712c-1e3d-4fee-bef8-adafafd80670,0.0,4807,1,1,0,0,1,False
1,1709605469,0.0,1,1,912813fc-fde4-4430-8443-a4fa21477e7f,0.0,4056,21,1,0,2,1,False
1,1709605470,0.0,14,4,754ac5df-f2b5-4636-8c58-ed84ea262bde,0.0,4603,3,1,0,3,1,False
1,1709605470,0.0,32,1,c1a4d909-0a00-475a-8e82-18ed13a4eb01,0.0,4688,26,1,0,3,1,False
1,1709605467,0.0,10,1,66de2199-0aca-11e7-82f6-3863bb44ef7c,0.0,3368,17,1,0,2,1,False
1,1709605467,0.0,23,1,66de43a5-0aca-11e7-82f6-3863bb44ef7c,0.0,3387,1,1,0,1,1,False
1,1709605468,0.0,6,1,66dced76-0aca-11e7-82f6-3863bb44ef7c,0.0,3078,20,1,0,1,1,False
1,1709605468,0.0,23,1,1862008701134683118,0.0,1862008701134683118,0,1,0,2,1,False
1,1709605468,0.0,11,1,1846085734612252774,0.0,1846085734612252774,11,1,0,0,1,False
1,1709605468,0.0,60,5,66dde630-0aca-11e7-82f6-3863bb44ef7c,0.0,3296,10,1,0,2,1,False
1,1709605467,0.0,4,4,af72ab76-c6cb-4994-af96-51fa8846ecdc,0.0,4941,16,1,0,0,1,False
1,1709605467,0.0,39,12,66db2a71-0aca-11e7-82f6-3863bb44ef7c,0.0,127,2,1,0,4,1,False
1,1709605467,0.0,1,0,66dcbac5-0aca-11e7-82f6-3863bb44ef7c,0.0,3043,17,1,0,1,1,False
1,1709605467,0.0,37,37,c638ec67-9ac0-416f-944f-619926144931,0.0,4675,82,1,1,3,1,False
1,1709605467,0.0,3,1,90b141b9-c39f-4a26-a32d-08c7d1474d52,0.0,4144,16,1,0,0,1,False
1,1709605473,0.0,7,3,53ef19c6-eaa7-47f7-807e-f51b574b1be0,0.0,4461,5,1,0,7,1,False
1,1709605473,0.0,14,4,1905837242740508940,0.0,1905837242740508940,20,1,1,0,1,False
1,1709605473,0.0,18,2,765ee572-6c7a-4ed3-a2d4-f1496ea53996,0.0,4550,2,1,0,2,1,False
1,1709605473,0.0,9,0,ff745407-c087-4c0d-a965-98baf078f292,0.0,4878,14,1,0,0,1,False
1,1709605470,0.0,17,0,4e747443-d481-4aea-a6d1-cf20204af4ba,0.0,4175,0,1,0,3,1,False
1,1709605471,0.0,40,13,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,0.0,383,12,1,0,5,1,False
1,1709605404,0.0,3,2,66de205d-0aca-11e7-82f6-3863bb44ef7c,0.0,3365,21,1,1,2,1,False
1,1709605404,,0,0,ad57266c-34da-43da-8b48-2ba856002fbf,,3890,28,1,3,0,1,False
1,1709605402,0.0,9,1,3eb10c63-ea4c-4161-b07d-a29034f7367a,0.0,3950,3,1,0,7,1,False
1,1709605402,0.0,12,3,493e046c-5d62-4772-90c4-b6a9f4afcd39,0.0,3820,1,1,0,6,1,False
1,1709605403,0.0,6,0,1859808514684217788,0.0,1859808514684217788,16,1,0,0,1,False
1,1709605398,0.0,1,1,6b60bf55-3da4-439a-bde1-fc80be8623ba,0.0,4061,22,1,0,1,1,False
1,1709605399,0.0,40,0,c71cca54-17f6-42bc-ba94-3f5bd9c70197,0.0,4590,2,1,0,5,1,False
1,1709605400,0.0,25,1,66dd26f9-0aca-11e7-82f6-3863bb44ef7c,0.0,3127,3,1,0,5,1,False
1,1709605401,0.0,24,7,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,0.0,3110,0,1,1,1,1,False
1,1709605401,0.0,3,0,66dc1687-0aca-11e7-82f6-3863bb44ef7c,0.0,437,19,1,0,2,1,False
1,1709605401,0.0,4,2,3134c2d4-b090-4eb8-ab44-6f9622098f72,0.0,4012,18,1,0,1,1,False
1,1709605408,0.0,16,1,1869753057823626206,0.0,1869753057823626206,8,1,0,2,1,False
1,1709605408,0.0,8,8,66db9e99-0aca-11e7-82f6-3863bb44ef7c,0.0,341,9,1,0,2,1,False
1,1709605404,0.0,17,2,66dbee85-0aca-11e7-82f6-3863bb44ef7c,0.0,397,58,1,0,0,1,False
1,1709605409,0.0,12,3,62f8f806-bd04-4282-9c5d-ad4293644e3c,0.0,4508,8,1,0,1,1,False
1,1709605409,0.0,65,28,09dfc0e3-a448-477c-bb3c-9467dc51ef8d,0.0,3709,4,1,0,6,1,False
1,1709605406,0.0,8,0,b4b5824b-3c23-44b7-92a3-cec6a54583a0,0.0,4169,12,1,0,0,1,False
1,1709605407,0.0,3,2,595cf79f-7783-4373-b3d5-775bcf76033b,0.0,4127,15,1,0,1,1,False
1,1709605407,0.0,16,1,1835250442210857240,0.0,1835250442210857240,3,1,0,1,1,False
1,1709605410,0.0,17,0,42c3bb6e-0478-4e4a-af10-151f5f4dffb9,0.0,4829,0,1,0,0,1,False
1,1709605407,0.0,0,0,66dd3e14-0aca-11e7-82f6-3863bb44ef7c,0.0,3132,46,1,0,5,1,False
1,1709605410,0.0,3,0,d2b23c87-b7c3-48c2-a634-db4b76ecbcf7,0.0,4929,17,1,0,0,1,False
1,1709605411,0.0,24,2,162d5859-b735-4ff7-9613-01b21f22c1cd,0.0,4665,8,1,0,4,1,False
1,1709605411,0.0,18,7,7f4753d7-8d58-48bd-a881-de5bff08b27d,0.0,4820,8,1,0,0,1,False
1,1709605411,0.0,32,19,d8778570-f7f2-458d-82f5-9ad39210a501,0.0,4333,13,1,0,5,1,False
1,1709605411,0.0,5,0,1f8f6714-42a7-45d5-86cd-a093c940b2c9,0.0,4635,20,1,0,2,1,False
1,1709605416,0.0,10,0,1f088432-0460-421e-a1d9-36890fa5396d,0.0,4142,8,1,1,0,1,False
1,1709605415,0.0,24,1,1814907423052790164,0.0,1814907423052790164,0,1,1,1,1,False
1,1709605415,0.0,30,1,66db447a-0aca-11e7-82f6-3863bb44ef7c,0.0,260,17,1,0,2,1,False
1,1709605414,0.0,17,7,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,0.0,3819,0,1,0,3,1,False
1,1709605412,0.0,6,1,66dce8db-0aca-11e7-82f6-3863bb44ef7c,0.0,3074,34,1,0,2,1,False
1,1709605413,0.0,20,3,1851254468343716806,0.0,1851254468343716806,0,1,0,1,1,False
1,1709605413,0.0,38,2,66de2b2f-0aca-11e7-82f6-3863bb44ef7c,0.0,3381,11,1,0,2,1,False
1,1709605416,0.0,7,3,26cae473-0e59-4af7-bad5-bb6fec85c8bc,0.0,3896,13,1,0,2,1,False
1,1709605414,0.0,39,1,1786697771181570266,0.0,1786697771181570266,2,1,1,2,1,False
1,1709605415,0.0,20,2,525535e3-dde3-47b4-9c2e-0174eaa4f2bb,0.0,4961,1,1,0,0,1,False
1,1709605444,0.0,29,7,66dd4ec7-0aca-11e7-82f6-3863bb44ef7c,0.0,3169,42,1,0,3,1,False
1,1709605444,0.0,1,1,b4f990dd-36bb-46b3-9eea-4b980bd43c2d,0.0,4557,22,1,0,1,1,False
1,1709605444,0.0,3,1,ef6216aa-d3c8-46bb-8c6b-b62f8ba51b16,0.0,3824,16,1,0,3,1,False
1,1709605445,0.0,18,4,b371c432-b682-412f-9b85-8df84ce7a9f3,0.0,3946,1,1,0,2,1,False
1,1709605445,0.0,10,2,d265dbc7-ef55-4f5b-8a2b-f2015dc71fb8,0.0,3566,11,1,0,4,1,False
1,1709605439,0.0,3,1,74723006-b32f-4590-8cc7-f15eec3808fe,0.0,3836,23,1,0,2,1,False
1,1709605439,0.0,9,6,3e1bdcec-e762-4e83-b447-007f05923cce,0.0,3524,13,1,0,1,1,False
1,1709605441,0.0,2,2,66de12ff-0aca-11e7-82f6-3863bb44ef7c,0.0,3343,17,1,0,3,1,False
1,1709605441,0.0,19,4,c3062f44-c5b9-4650-a4ec-cc66cbf5b944,0.0,4578,1,1,0,1,1,False
1,1709605442,0.0,32,18,0138452a-b9f4-4aee-80b0-7fae9a122ffe,0.0,4279,8,1,0,1,1,False
1,1709605439,0.0,11,0,26b3a82b-3487-44c2-85f1-eddb5a8a3a9d,0.0,4801,12,1,0,0,1,False
0,1709575210,,0,0,c00ef46d-fcde-48e2-afbd-0fb595fe3fa7,,4748,1,0,0,0,0,False
1,1709605440,0.0,29,16,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,0.0,349,20,1,0,8,1,False
1,1709605440,0.0,0,0,023cf549-bd85-4f9a-abd8-70ba29d7e86b,0.0,4515,18,1,0,1,1,False
1,1709605440,0.0,28,15,66dd4ccc-0aca-11e7-82f6-3863bb44ef7c,0.0,3165,18,1,0,6,1,False
1,1709605440,0.0,16,3,581bc4fe-cf14-4767-8377-6fa156ff8a29,0.0,3961,2,1,0,0,1,False
1,1709605440,0.0,11,1,1851674198082642572,0.0,1851674198082642572,10,1,0,1,1,False
1,1709605438,0.0,17,2,20ff5447-eac3-43b7-820f-f6fa3a2e12a8,0.0,3498,2,1,0,1,1,False
1,1709605438,0.0,2,2,475c44e1-31e3-4c60-b071-af2ca3f7618c,0.0,4915,17,1,0,2,1,False
1,1709605443,0.0,14,0,c190f78c-77ad-469e-aecc-e2af7bb6d92a,0.0,4307,4,1,0,5,1,False
1,1709605443,0.0,19,1,18eccc71-66be-4e4c-8335-095a9bf0df94,0.0,3629,11,1,0,3,1,False
1,1709605443,0.0,5,2,1849010133527040242,0.0,1849010133527040242,16,1,0,0,1,False
1,1709605443,0.0,8,3,66dde76a-0aca-11e7-82f6-3863bb44ef7c,0.0,3299,15,1,0,2,1,False
1,1709605443,0.0,3,2,1880643645302280466,0.0,1880643645302280466,29,1,0,1,1,False
1,1709605442,0.0,9,5,1860188747953293684,0.0,1860188747953293684,8,1,0,2,1,False
1,1709605442,0.0,19,2,66dc292c-0aca-11e7-82f6-3863bb44ef7c,0.0,465,35,1,0,1,1,False
1,1709605443,0.0,20,2,1828965347681089818,0.0,1828965347681089818,0,1,0,0,1,False
1,1709605479,0.0,31,28,66de17f7-0aca-11e7-82f6-3863bb44ef7c,0.0,3350,1,1,0,5,1,False
1,1709605479,0.0,24,2,59df3823-0369-4a10-8132-05df34a170af,0.0,4593,18,1,1,4,1,False
1,1709605480,0.0,37,7,645e4365-653f-48ce-bc15-5fcc287be56f,0.0,4699,30,1,0,2,1,False
1,1709605480,0.0,2,0,66dc81ce-0aca-11e7-82f6-3863bb44ef7c,0.0,522,63,1,0,7,1,False
1,1709605477,0.0,24,12,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,0.0,432,15,1,1,5,1,False
1,1709605478,0.0,8,2,0630217a-3913-47d9-9540-cf85688296a5,0.0,3522,7,1,0,4,1,False
1,1709605476,0.0,31,24,1869743938848725856,0.0,1869743938848725856,56,1,0,5,1,False
1,1709605476,0.0,9,8,66dd3d7f-0aca-11e7-82f6-3863bb44ef7c,0.0,3131,24,1,0,3,1,False
1,1709605476,0.0,19,13,7a6fc75f-a605-4dd6-b567-b2bbbfb862f3,0.0,4871,0,1,0,0,1,False
1,1709605476,0.0,19,2,7f402242-dc1b-4a48-ba21-58c4fa7216b4,0.0,4950,0,1,0,0,1,False
1,1709605476,0.0,33,3,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,0.0,3108,16,1,0,2,1,False
1,1709605476,0.0,17,5,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,0.0,5013,6,1,0,0,1,False
1,1709605477,0.0,7,2,d5cabb43-6c78-4022-964e-a8b02470509e,0.0,5028,12,1,0,3,1,False
1,1709605475,0.0,11,8,563389a0-d90f-4155-9c50-528459df26aa,0.0,4831,14,1,0,1,1,False
1,1709605475,0.0,6,5,f9ed9a6b-097e-48b9-a9d1-79d084dcd2d9,0.0,4493,11,1,0,2,1,False
1,1709605476,0.0,38,20,66dd46a2-0aca-11e7-82f6-3863bb44ef7c,0.0,3150,3,1,0,6,1,False
1,1709605478,0.0,13,8,576abdc1-986e-48b0-bde2-051a13d3ff59,0.0,4772,5,1,0,3,1,False
1,1709605479,0.0,16,3,6542d952-ca19-410e-9290-ee6b7a6e14cf,0.0,4567,3,1,0,1,1,False
1,1709605479,0.0,18,2,7aa86431-bbc5-4d9c-8198-9630c9d32a22,0.0,4367,2,1,0,0,1,False
1,1709605479,0.0,9,4,457ea5d7-d643-4028-87db-46dee0b81555,0.0,3856,16,1,0,0,1,False
1,1709605479,0.0,21,7,66de2274-0aca-11e7-82f6-3863bb44ef7c,0.0,3370,3,1,0,1,1,False
1,1709605474,0.0,7,2,5a24acbb-94ef-4cb5-9db8-f6073ac26a2b,0.0,4302,14,1,0,0,1,False
1,1709605479,0.0,7,2,0f98907a-d4cc-45e0-b174-7d9dfda74106,0.0,4303,25,1,0,0,1,False
