num_bikes_available,is_renting,num_docks_available,is_returning,num_ebikes_available,station_id,num_bikes_disabled,legacy_id,last_reported,eightd_has_available_keys,is_installed,num_docks_disabled,num_scooters_unavailable,num_scooters_available
1,1,17,1,1,fac701fb-c433-496e-933b-ea137dbe7fe1,0,4553,1709643264,False,1,0,0.0,0.0
19,1,2,1,19,8456b63c-37c6-49a6-8c02-bb6dcfc35041,2,4465,1709643264,False,1,0,0.0,0.0
6,1,15,1,1,4775fd25-2240-44d7-884a-d777d15a9b5e,0,4173,1709643265,False,1,0,0.0,0.0
18,1,1,1,1,dccab832-b4a2-4105-927d-b52ec0d92c92,0,4372,1709643259,False,1,0,0.0,0.0
12,1,39,1,3,66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,3,540,1709643261,False,1,0,0.0,0.0
6,1,15,1,5,380394f7-64fa-4a65-a4d1-7bcaddd41fab,1,4423,1709643261,False,1,0,0.0,0.0
15,1,4,1,3,e10a6e12-d98c-4625-940a-9f83d9b2f6c4,2,4277,1709643261,False,1,0,0.0,0.0
31,1,2,1,8,66de6a0f-0aca-11e7-82f6-3863bb44ef7c,0,3425,1709643262,False,1,0,0.0,0.0
43,1,18,1,7,bde94a25-6089-4490-af3a-8cc5702230b8,5,3467,1709643262,False,1,0,0.0,0.0
7,1,13,1,5,a724eb92-55ca-4b9f-9a87-c2e87b3cbd40,1,4506,1709643269,False,1,0,0.0,0.0
47,1,19,1,15,66db631c-0aca-11e7-82f6-3863bb44ef7c,6,284,1709643267,False,1,2,0.0,0.0
3,1,42,1,2,c042a307-2d7d-4ee9-95b7-a7505a3428c2,0,4712,1709643268,False,1,0,0.0,0.0
3,1,18,1,1,101c813e-02a8-4b6b-bd5d-981c1ea62019,0,4995,1709643268,False,1,0,0.0,0.0
19,1,5,1,6,3db2fa34-0b56-4644-9ae9-bbee1583e717,1,4115,1709643269,False,1,0,0.0,0.0
5,1,16,1,5,398aa734-3893-4dba-a704-57ae8632c4f9,0,4314,1709643270,False,1,0,0.0,0.0
16,1,3,1,11,7f1b4c40-d9fa-4182-be0e-a993655cfb6f,4,3949,1709643270,False,1,0,0.0,0.0
0,1,22,1,0,7d9a1b9e-0123-4561-a111-b3735fada687,2,4107,1709643270,False,1,0,0.0,0.0
16,1,7,1,7,d0b87aa7-7e19-40d2-8f7d-6a622e6ac391,1,4023,1709643270,False,1,0,0.0,0.0
5,1,34,1,3,0927e331-866f-4d99-99b4-04edde99117a,0,3621,1709643270,False,1,0,0.0,0.0
5,1,15,1,2,66dcca0d-0aca-11e7-82f6-3863bb44ef7c,4,3062,1709643270,False,1,0,0.0,0.0
0,1,27,1,0,1880643915885220532,3,1880643915885220532,1709643270,False,1,0,0.0,0.0
23,1,5,1,7,66de1f7f-0aca-11e7-82f6-3863bb44ef7c,5,3363,1709643266,False,1,0,0.0,0.0
35,1,7,1,2,66ddef96-0aca-11e7-82f6-3863bb44ef7c,3,3318,1709643266,False,1,0,0.0,0.0
49,1,70,1,28,66dc7659-0aca-11e7-82f6-3863bb44ef7c,4,501,1709643266,False,1,0,0.0,0.0
6,1,12,1,1,a6a132f9-89bf-42a4-afe6-1ca449b7f570,1,3878,1709643266,False,1,0,0.0,0.0
9,1,9,1,9,d67375ea-3f93-4996-b0dc-f542341f2e6a,3,4771,1709643267,False,1,0,0.0,0.0
9,1,21,1,1,1835249317786962140,0,1835249317786962140,1709643267,False,1,0,0.0,0.0
3,1,18,1,0,1854537815365165328,0,1854537815365165328,1709643268,False,1,0,0.0,0.0
31,1,1,1,4,7f8cb36a-2bf4-4d57-afbd-331310f25355,7,3541,1709643273,False,1,0,0.0,0.0
6,1,17,1,1,9719498d-bd5c-4424-86ac-dfe0795c57d1,0,4258,1709643273,False,1,0,0.0,0.0
22,1,8,1,1,1838071090619298218,0,1838071090619298218,1709643273,False,1,0,0.0,0.0
26,1,5,1,17,cc7b86cf-a2fb-4738-b967-de7b197dc930,9,4702,1709643273,False,1,1,0.0,0.0
16,1,0,1,1,79399e32-a6c6-4732-8ad4-9f9140a86b21,3,3726,1709643274,False,1,0,0.0,0.0
28,1,13,1,13,66dc85bb-0aca-11e7-82f6-3863bb44ef7c,0,529,1709643274,False,1,0,0.0,0.0
11,1,14,1,5,1864606193814670106,1,1864606193814670106,1709643274,False,1,0,0.0,0.0
16,1,3,1,1,48e7e465-f861-452a-9bf7-7eacd0b2bcac,0,4374,1709643274,False,1,0,0.0,0.0
16,1,38,1,9,199ea9dd-8f7e-4e05-a730-55edaacd8787,3,3898,1709643275,False,1,0,0.0,0.0
8,1,18,1,1,b7df61c0-8ead-46cb-9d6e-a6a3011ffb71,1,3600,1709643275,False,1,0,0.0,0.0
9,1,26,1,7,66dd4ac1-0aca-11e7-82f6-3863bb44ef7c,1,3160,1709643275,False,1,2,0.0,0.0
23,1,1,1,2,1846085533896197012,0,1846085533896197012,1709643276,False,1,0,0.0,0.0
19,1,22,1,0,1786375597504305174,2,1786375597504305174,1709643276,False,1,0,0.0,0.0
34,1,3,1,5,66de44ba-0aca-11e7-82f6-3863bb44ef7c,2,3389,1709643271,False,1,0,0.0,0.0
12,1,18,1,7,66dde343-0aca-11e7-82f6-3863bb44ef7c,4,3289,1709643276,False,1,0,0.0,0.0
5,1,16,1,2,1869753340438110380,1,1869753340438110380,1709643276,False,1,0,0.0,0.0
9,1,9,1,7,66dcbf69-0aca-11e7-82f6-3863bb44ef7c,3,3050,1709643276,False,1,0,0.0,0.0
10,1,9,1,0,fe65853e-b20a-4250-9677-2aa177283b72,2,4000,1709643276,False,1,0,0.0,0.0
9,1,10,1,7,6a52ceae-3b97-487a-9438-de844bfbf1c2,2,4109,1709643276,False,1,0,0.0,0.0
58,1,4,1,2,3b7cdac2-c7cb-413b-b8e4-7ee5c58260a4,4,4749,1709643277,False,1,0,0.0,0.0
17,1,1,1,3,9b4a92ae-cefe-467a-8e35-5ce02d4f3a45,1,4182,1709643277,False,1,0,0.0,0.0
5,1,13,1,0,8a13182a-4823-4fe7-afcd-a4ef0b134ed9,1,4108,1709643272,False,1,0,0.0,0.0
27,1,11,1,16,66dc22a7-0aca-11e7-82f6-3863bb44ef7c,7,458,1709643272,False,1,0,0.0,0.0
13,1,56,1,11,66dc9068-0aca-11e7-82f6-3863bb44ef7c,3,2006,1709643273,False,1,0,0.0,0.0
0,0,0,0,0,66de269c-0aca-11e7-82f6-3863bb44ef7c,0,3375,1703090864,False,0,0,,
21,1,11,1,2,66dd20eb-0aca-11e7-82f6-3863bb44ef7c,3,3116,1709643217,False,1,0,0.0,0.0
5,1,11,1,4,94624d6e-4150-4ab1-92ff-bf55cb58ab61,1,4162,1709643216,False,1,0,0.0,0.0
73,1,12,1,18,c37931bb-8571-4671-a9a8-f3cf23897680,9,4478,1709643216,False,1,0,0.0,0.0
19,1,1,1,17,15e1568b-f502-47a2-9d3d-b5aaa1edc239,1,5067,1709643218,False,1,0,0.0,0.0
9,1,12,1,4,b7d7543b-74ac-4a48-a3c4-412f9ffbc727,5,3927,1709643218,False,1,0,0.0,0.0
11,1,11,1,2,e6f3c665-0c87-4f34-a5e8-69baeed7b7bf,0,5075,1709643219,False,1,0,0.0,0.0
1,1,18,1,1,1864605659096685518,1,1864605659096685518,1709643219,False,1,0,0.0,0.0
2,1,24,1,2,b1e496f1-43cf-48d0-be49-ab0d760c00bf,1,4849,1709643220,False,1,1,0.0,0.0
8,1,10,1,5,1871972060496771504,1,1871972060496771504,1709643220,False,1,0,0.0,0.0
7,1,71,1,5,66db3997-0aca-11e7-82f6-3863bb44ef7c,0,228,1709643221,False,1,0,0.0,0.0
2,1,19,1,0,1849008925260421550,0,1849008925260421550,1709643221,False,1,0,0.0,0.0
14,1,12,1,8,785b3e6b-dab5-4d25-afab-e2a1ef918669,1,4792,1709643218,False,1,0,0.0,0.0
9,1,12,1,4,1871603750776337292,1,1871603750776337292,1709643218,False,1,0,0.0,0.0
15,1,7,1,15,ab5c5ee6-9c4e-4aaa-a14e-d236d3e01d9a,2,4773,1709643225,False,1,0,0.0,0.0
8,1,20,1,4,a82cc641-0926-4a63-b488-7060ab7dcd74,4,4784,1709643225,False,1,0,0.0,0.0
5,1,12,1,3,66dcccfe-0aca-11e7-82f6-3863bb44ef7c,1,3066,1709643225,False,1,1,0.0,0.0
28,1,1,1,0,6ae35aa8-644e-4b2c-b6a4-6570192f78ab,3,4509,1709643227,False,1,0,0.0,0.0
16,1,4,1,0,1838685618105506490,0,1838685618105506490,1709643227,False,1,0,0.0,0.0
6,1,13,1,6,bd70035d-4151-42b2-91f6-7bb3333e5253,0,4322,1709643227,False,1,0,0.0,0.0
15,1,6,1,0,1835247469495105628,0,1835247469495105628,1709643228,False,1,0,0.0,0.0
5,1,17,1,1,8ef6ec7d-e898-4edc-8f3f-af888f8c5ef4,1,4577,1709643228,False,1,0,0.0,0.0
1,1,24,1,0,81a34754-ae08-47a6-964d-4733849a8fab,5,4146,1709643222,False,1,0,0.0,0.0
58,1,3,1,32,1833865926273309136,1,1833865926273309136,1709643222,False,1,1,0.0,0.0
2,1,24,1,1,7a15d81b-357e-42e0-b208-93ffd562fd63,0,3492,1709643223,False,1,0,0.0,0.0
33,1,6,1,0,99142ec8-c0e7-47ca-916c-c1097d48e133,1,4341,1709643223,False,1,0,0.0,0.0
14,1,5,1,5,1849009534951225816,0,1849009534951225816,1709643223,False,1,0,0.0,0.0
0,1,20,1,0,66dccad8-0aca-11e7-82f6-3863bb44ef7c,3,3064,1709643226,False,1,0,0.0,0.0
26,1,33,1,13,66dc741f-0aca-11e7-82f6-3863bb44ef7c,6,496,1709643235,False,1,0,0.0,0.0
19,1,0,1,3,1817432954560889524,2,1817432954560889524,1709643231,False,1,0,0.0,0.0
20,1,3,1,16,4d4a3e7b-1005-4bfd-8680-340a20cacbee,0,3609,1709643231,False,1,0,0.0,0.0
28,1,8,1,4,66dc0bbd-0aca-11e7-82f6-3863bb44ef7c,0,418,1709643231,False,1,0,0.0,0.0
15,1,7,1,0,66dcf640-0aca-11e7-82f6-3863bb44ef7c,3,3085,1709643233,False,1,0,0.0,0.0
32,1,36,1,20,66db3ba0-0aca-11e7-82f6-3863bb44ef7c,4,236,1709643233,False,1,1,0.0,0.0
4,1,16,1,3,7cb65297-c880-459a-b054-4e059576c02a,2,4732,1709643234,False,1,0,0.0,0.0
32,1,2,1,5,18326827-dcae-47e0-8518-c4bb9e21eef6,0,4549,1709643232,False,1,0,0.0,0.0
25,1,4,1,1,711ccb32-e1bc-4577-ac7b-50592cc9b8a0,1,4548,1709643232,False,1,1,0.0,0.0
23,1,0,1,1,1843486667668726558,1,1843486667668726558,1709643232,False,1,0,0.0,0.0
7,1,13,1,5,0197e9da-ae03-40a7-8270-fe500bfc9e18,1,4171,1709643230,False,1,0,0.0,0.0
17,1,2,1,5,1202a491-9f76-4609-9b5c-eb7723ab5b45,0,4859,1709643229,False,1,0,0.0,0.0
15,1,8,1,7,e1a3f2f9-618f-4727-b2d6-676e02aadf17,0,4462,1709643229,False,1,0,0.0,0.0
23,1,5,1,5,9b7e3b8b-97ef-4038-820c-7cd1c1a34fc7,3,3490,1709643229,False,1,0,0.0,0.0
31,1,15,1,6,66db4282-0aca-11e7-82f6-3863bb44ef7c,1,254,1709643235,False,1,0,0.0,0.0
15,1,4,1,4,1819720453019329398,4,1819720453019329398,1709643235,False,1,0,0.0,0.0
16,1,4,1,0,eb8fcff2-6f58-4724-b564-ebc9a8d374d8,0,5052,1709643235,False,1,0,0.0,0.0
8,1,10,1,6,9a37d8a1-990b-484c-9603-262dbd1165cc,1,4839,1709643235,False,1,0,0.0,0.0
14,1,7,1,1,e6b6c6e2-5fcb-47cd-8f2d-4324b7c977c8,0,4662,1709643236,False,1,0,0.0,0.0
1,1,18,1,0,b930dd82-92d0-4d86-b896-7d8b827c2d5f,0,4937,1709643236,False,1,0,0.0,0.0
17,1,3,1,15,dadd2084-d844-46f5-b7a4-128d31eeba8e,0,4627,1709643229,False,1,0,0.0,0.0
18,1,1,1,1,1817432233006383832,5,1817432233006383832,1709643230,False,1,1,0.0,0.0
7,1,13,1,2,d1c204d7-d575-417d-b134-6ebdf7e99f98,0,4315,1709643243,False,1,0,0.0,0.0
30,1,8,1,9,66db9cc4-0aca-11e7-82f6-3863bb44ef7c,1,340,1709643243,False,1,0,0.0,0.0
0,1,17,1,0,426862de-f8f2-4967-ba41-76680a4b460c,0,4227,1709643243,False,1,1,,
6,1,17,1,1,e666a344-1afb-4512-b2e9-2fc5ed71be2b,0,4320,1709643243,False,1,0,0.0,0.0
5,1,14,1,0,1828969726487003714,0,1828969726487003714,1709643243,False,1,0,0.0,0.0
27,1,2,1,0,46dca5c6-7bd3-4a4f-aa1e-33aa66652294,0,4979,1709643238,False,1,0,0.0,0.0
20,1,1,1,0,1849009244468810224,0,1849009244468810224,1709643238,False,1,0,0.0,0.0
3,1,15,1,0,1a5eae13-8f27-4875-8330-a796c95f8ad6,0,4155,1709643239,False,1,0,0.0,0.0
19,1,4,1,7,1877920686883352866,1,1877920686883352866,1709643239,False,1,0,0.0,0.0
4,1,19,1,1,1851674088959433552,0,1851674088959433552,1709643239,False,1,0,0.0,0.0
3,1,18,1,0,a958a8af-a0cc-4bca-9114-93c74ce3c693,0,3855,1709643241,False,1,0,0.0,0.0
24,1,2,1,4,1814907062275537820,4,1814907062275537820,1709643241,False,1,0,0.0,0.0
10,1,5,1,0,bd30f2a1-38ec-474d-9e36-07f688e87427,3,3899,1709643236,False,1,0,0.0,0.0
4,1,15,1,3,c45aa693-fedd-478f-ade9-bf176c4e32ff,0,5018,1709643238,False,1,0,0.0,0.0
21,1,1,1,7,1815968422007427668,0,1815968422007427668,1709643238,False,1,0,0.0,0.0
5,1,15,1,0,1836581441921155232,0,1836581441921155232,1709643238,False,1,0,0.0,0.0
27,1,8,1,10,66dc8768-0aca-11e7-82f6-3863bb44ef7c,5,532,1709643238,False,1,0,0.0,0.0
11,1,7,1,0,3f878b81-324e-4673-9221-43d34647e76f,1,3795,1709643280,False,1,0,0.0,0.0
12,1,10,1,2,66dcf023-0aca-11e7-82f6-3863bb44ef7c,0,3080,1709643281,False,1,0,0.0,0.0
25,1,14,1,2,a76299eb-73f7-401c-aa8b-edff9ef003bd,5,4620,1709643282,False,1,0,0.0,0.0
2,1,17,1,1,94bcf812-5cff-460c-841f-54876ed1e7a4,0,4971,1709643278,False,1,0,0.0,0.0
0,1,20,1,0,bb6bba3f-19a0-4ebb-a454-4ac678d9d62d,1,4953,1709643278,False,1,0,0.0,0.0
31,1,51,1,16,66dc9223-0aca-11e7-82f6-3863bb44ef7c,5,2012,1709643279,False,1,0,0.0,0.0
0,1,19,1,0,7f6674c4-5568-4766-b172-0385348ae184,1,3945,1709643279,False,1,0,0.0,0.0
14,1,7,1,6,923a60f7-2a0e-4a31-8dd5-66c8518c929e,0,4776,1709643279,False,1,0,0.0,0.0
1,1,17,1,0,1834145868297717964,2,1834145868297717964,1709643279,False,1,0,0.0,0.0
0,1,19,1,0,03872f6b-a522-4c41-a4f2-5d0c41779e7b,0,4933,1709643280,False,1,0,,
33,1,1,1,1,3013d5ac-f7bb-4e98-a49a-b9f7b76a3b50,1,4387,1709643280,False,1,0,0.0,0.0
24,1,18,1,2,1786697166576476490,3,1786697166576476490,1709643280,False,1,1,0.0,0.0
13,1,6,1,0,1834145468418707676,1,1834145468418707676,1709643277,False,1,0,0.0,0.0
12,1,9,1,9,17aba164-9d41-4336-9767-2218b8994ded,3,4964,1709643277,False,1,0,0.0,0.0
14,1,4,1,12,2b33334b-243c-4a16-a6d2-32304c8884f1,2,4551,1709643277,False,1,0,0.0,0.0
7,1,13,1,3,2e5cde21-f0a2-4396-899e-6df275e99212,0,4739,1709643278,False,1,0,0.0,0.0
15,1,5,1,5,bc512527-7863-48d5-aea8-3de470abc1ee,0,4004,1709643283,False,1,1,0.0,0.0
23,1,7,1,6,e73cf71b-db05-44f9-b57a-689d65320d68,0,3493,1709643283,False,1,0,0.0,0.0
74,1,1,1,2,66dd243c-0aca-11e7-82f6-3863bb44ef7c,2,3122,1709643282,False,1,0,0.0,0.0
10,1,17,1,6,35b8b636-18d3-4860-b0a9-39c0bce96a10,1,3563,1709643275,False,1,0,0.0,0.0
2,1,20,1,1,9d23b0e9-a478-407c-a0e0-0aff1b0398fc,0,3876,1709643281,False,1,1,0.0,0.0
17,1,11,1,4,d9bc0b3e-1af8-4cb6-a082-8ef1245ef329,0,3506,1709643286,False,1,1,0.0,0.0
31,1,4,1,1,66dbf062-0aca-11e7-82f6-3863bb44ef7c,6,401,1709643286,False,1,0,0.0,0.0
6,1,19,1,2,330ee4e3-29cb-48e5-845f-a8ccf1aa2ce6,0,4272,1709643286,False,1,0,0.0,0.0
18,1,3,1,0,c4d6b123-df5a-446d-b0ae-d3c4846565d5,4,4249,1709643287,False,1,0,0.0,0.0
8,1,11,1,0,fec4aa1b-9fc1-4dd9-ab39-c1d7370a6e54,1,4143,1709643287,False,1,1,0.0,0.0
0,1,20,1,0,4a4c7548-2466-48ef-8d7e-0aa4d6acb69e,0,4910,1709643287,False,1,0,,
5,1,56,1,2,66dc1e55-0aca-11e7-82f6-3863bb44ef7c,6,450,1709643287,False,1,0,0.0,0.0
11,1,4,1,8,514f3dda-4d08-464c-b2d4-5706d400065a,2,4780,1709643287,False,1,0,0.0,0.0
22,1,1,1,1,66de103b-0aca-11e7-82f6-3863bb44ef7c,0,3337,1709643287,False,1,0,0.0,0.0
7,1,15,1,6,3b52be68-9123-46a9-bb45-f0d0646a5a81,13,4990,1709643287,False,1,0,0.0,0.0
4,1,52,1,2,66dc82ef-0aca-11e7-82f6-3863bb44ef7c,2,524,1709643287,False,1,4,0.0,0.0
23,1,2,1,22,f06c01c3-fd7f-443c-a0c7-fc9233d77f6a,0,4417,1709643287,False,1,0,0.0,0.0
0,1,21,1,0,1875023224873448258,0,1875023224873448258,1709643288,False,1,0,,
9,1,12,1,0,8f72fe26-98aa-4e87-a612-9ae0eb1d9a38,1,4810,1709643288,False,1,0,0.0,0.0
36,1,0,1,15,1848241425697670086,2,1848241425697670086,1709643288,False,1,0,0.0,0.0
3,1,54,1,2,66de1bc3-0aca-11e7-82f6-3863bb44ef7c,1,3359,1709643288,False,1,0,0.0,0.0
10,1,12,1,2,bf317efc-13f1-42be-8243-373a29354033,3,3494,1709643284,False,1,0,0.0,0.0
32,1,26,1,5,b30815c0-99b6-451b-be15-902992cb8abb,1,3812,1709643284,False,1,0,0.0,0.0
19,1,1,1,1,1860188069348460678,5,1860188069348460678,1709643284,False,1,0,0.0,0.0
0,1,23,1,0,1851254360969534132,1,1851254360969534132,1709643285,False,1,0,0.0,0.0
0,1,24,1,0,5e93b806-08e1-4ef9-98ae-d3dda20e0469,0,5032,1709643285,False,1,0,,
6,1,13,1,5,514afe43-84d4-4941-8281-75a93c5cd365,2,4130,1709643285,False,1,0,0.0,0.0
60,1,3,1,19,a19d37cc-6070-4e4c-b4ad-3ee21e4a11cb,5,4280,1709643285,False,1,0,0.0,0.0
0,1,18,1,0,1908785111291682996,1,1908785111291682996,1709643289,False,1,0,0.0,0.0
9,1,12,1,0,1814900898997467540,0,1814900898997467540,1709643289,False,1,0,0.0,0.0
0,1,14,1,0,d08be53f-9691-4d6f-81f3-7d052abb7dd6,4,5017,1709643289,False,1,1,0.0,0.0
10,1,7,1,9,ddc8ca6c-dceb-4603-ab1e-4bd972ca2a3d,3,4399,1709643290,False,1,0,0.0,0.0
3,1,18,1,3,d8e02e7b-632b-4fbe-95b9-80efa47473e3,0,4437,1709643290,False,1,0,0.0,0.0
17,1,1,1,7,760ebaea-f7c7-45ad-aa3b-395d97adcf8f,4,3511,1709643291,False,1,0,0.0,0.0
41,1,2,1,2,1786697528321024934,1,1786697528321024934,1709643292,False,1,1,0.0,0.0
41,1,27,1,19,66ddea2a-0aca-11e7-82f6-3863bb44ef7c,5,3305,1709643292,False,1,0,0.0,0.0
19,1,9,1,6,1887292564377354448,0,1887292564377354448,1709643292,False,1,0,0.0,0.0
2,1,21,1,2,2cd651e7-1e3a-4cd9-8fd1-a2416e032f6e,1,4005,1709643292,False,1,0,0.0,0.0
67,1,2,1,7,66dbe441-0aca-11e7-82f6-3863bb44ef7c,2,377,1709643293,False,1,0,0.0,0.0
4,1,21,1,1,06f0d251-e1e3-435c-8c5f-9b991a14ca4a,0,4259,1709643293,False,1,0,0.0,0.0
20,1,1,1,3,40eaa69a-d3ab-48fc-b395-b5bdc6a1aa85,0,3608,1709643294,False,1,0,0.0,0.0
6,1,17,1,6,bb0ce308-e5d9-48c7-9f4b-cf0120f2c39a,1,4010,1709643291,False,1,0,0.0,0.0
2,1,17,1,1,4753c893-e4bd-4d6a-bc4d-42209a19ebeb,1,4542,1709643291,False,1,0,0.0,0.0
14,1,5,1,6,1854538793462575652,0,1854538793462575652,1709643292,False,1,0,0.0,0.0
28,1,18,1,3,868586b3-ddc7-4b4b-9bed-a1e487033aaa,0,5009,1709643293,False,1,1,0.0,0.0
13,1,7,1,3,1817431953833509324,2,1817431953833509324,1709643293,False,1,0,0.0,0.0
21,1,7,1,13,66dd4f31-0aca-11e7-82f6-3863bb44ef7c,4,3170,1709643293,False,1,2,0.0,0.0
1,1,20,1,0,1843486189591985058,2,1843486189591985058,1709643293,False,1,0,0.0,0.0
18,1,17,1,0,c530a1cb-7c60-4651-be8a-9bfa5eb43f8a,0,4161,1709643290,False,1,0,0.0,0.0
51,1,44,1,7,66db65aa-0aca-11e7-82f6-3863bb44ef7c,9,293,1709643295,False,1,0,0.0,0.0
1,1,18,1,1,7f3aa940-18ef-4900-89dc-cdb05f693f31,0,4903,1709643295,False,1,1,0.0,0.0
14,1,2,1,1,66db5e6a-0aca-11e7-82f6-3863bb44ef7c,3,278,1709643295,False,1,0,0.0,0.0
15,1,2,1,10,d946ce73-5487-4ab7-b429-cf873e9af5b5,2,4450,1709643295,False,1,0,0.0,0.0
29,1,1,1,0,80969478-8dbc-42e1-8e16-ac0132a431c2,0,4363,1709643295,False,1,0,0.0,0.0
1,1,19,1,1,1862759079900600428,1,1862759079900600428,1709643294,False,1,0,0.0,0.0
40,1,2,1,3,0c923abb-298a-4a47-b132-9fae73cc59e6,0,4215,1709643295,False,1,0,0.0,0.0
3,1,15,1,3,5600446d-a00a-45e6-9dc3-550adfd63e39,1,4106,1709643295,False,1,0,0.0,0.0
4,1,22,1,0,36025f2c-ee4d-4c1a-832d-733cf37f98ef,3,4545,1709643301,False,1,0,0.0,0.0
9,1,13,1,3,0e5be726-2452-42a0-9be8-ea85c8408e4c,1,3602,1709643301,False,1,0,0.0,0.0
15,1,5,1,1,1848241963446241866,0,1848241963446241866,1709643301,False,1,0,0.0,0.0
4,1,20,1,0,1814900752968579218,0,1814900752968579218,1709643301,False,1,0,0.0,0.0
1,1,20,1,0,c0a2d591-4eed-488b-b88b-0b23990e3756,0,4601,1709643301,False,1,0,0.0,0.0
3,1,57,1,2,1198e739-787c-4ce4-aa63-ffaf98506e9c,5,5082,1709643301,False,1,0,0.0,0.0
48,1,12,1,4,33c533cd-5f0e-4c15-a00a-6a2bf1e2d077,2,4214,1709643302,False,1,0,0.0,0.0
6,1,10,1,3,01b7973e-c92e-4fbe-890e-2c24de33ce0e,2,4900,1709643302,False,1,0,0.0,0.0
25,1,18,1,6,f72a253f-3cef-4da8-9591-0cbd3a692162,2,4727,1709643299,False,1,0,0.0,0.0
3,1,17,1,3,1860189190334925058,1,1860189190334925058,1709643299,False,1,0,0.0,0.0
21,1,2,1,3,ea9a19a6-acea-4286-a723-b5481c90a3c0,2,5072,1709643299,False,1,0,0.0,0.0
15,1,7,1,1,852218fc-5e5b-4153-bc3f-03760b57e68a,1,4179,1709643299,False,1,0,0.0,0.0
24,1,20,1,4,66de88d7-0aca-11e7-82f6-3863bb44ef7c,3,3440,1709643299,False,1,0,0.0,0.0
60,1,16,1,20,f54ad1f8-fe58-49ac-82ae-b742aec66829,2,5081,1709643300,False,1,0,0.0,0.0
15,1,1,1,2,94771406-6712-4508-9392-11e9d90e1185,3,4866,1709643300,False,1,0,0.0,0.0
50,1,1,1,5,66dc8eb1-0aca-11e7-82f6-3863bb44ef7c,5,2002,1709643296,False,1,1,0.0,0.0
1,1,18,1,0,b319c797-71ff-490c-b965-ba2ac0f50da0,0,4796,1709643296,False,1,0,0.0,0.0
44,1,6,1,25,66de0bcb-0aca-11e7-82f6-3863bb44ef7c,5,3331,1709643296,False,1,0,0.0,0.0
16,1,8,1,6,9991b75b-a9ba-4abc-bf84-0108291be05a,0,4449,1709643296,False,1,1,0.0,0.0
3,1,14,1,3,f7e7f14f-7c39-488e-849b-92c41059eb07,4,4564,1709643298,False,1,0,0.0,0.0
26,1,10,1,14,66dde208-0aca-11e7-82f6-3863bb44ef7c,2,3286,1709643298,False,1,0,0.0,0.0
9,1,31,1,5,8e631be4-1e0c-4627-a261-18f0003d0ba2,2,3536,1709643297,False,1,0,0.0,0.0
19,1,3,1,0,66de59bd-0aca-11e7-82f6-3863bb44ef7c,0,3413,1709643296,False,1,0,0.0,0.0
10,1,13,1,2,b9deb521-41b6-4f8a-ac78-0e58e3977f2c,3,4886,1709643296,False,1,0,0.0,0.0
1,1,23,1,1,ffaa8f6a-a4ea-4d3a-a57c-f42f77cd4581,0,4911,1709643300,False,1,0,0.0,0.0
15,1,15,1,2,d7f55e1b-12db-49d1-9cd8-4fb464745841,0,4814,1709643300,False,1,0,0.0,0.0
15,1,5,1,0,1814906873296976512,1,1814906873296976512,1709643300,False,1,0,0.0,0.0
4,1,26,1,2,52dd11f4-bbd0-49ab-912b-06fac40d275d,2,4485,1709643298,False,1,0,0.0,0.0
11,1,18,1,1,b03adb87-2bd9-43a5-a822-7d06a9ee2d81,1,3771,1709643295,False,1,0,0.0,0.0
0,1,24,1,0,1843486390605672640,1,1843486390605672640,1709643305,False,1,0,0.0,0.0
8,1,20,1,1,afd76a0e-ceb8-4d18-a427-b378c4d07a75,2,4591,1709643305,False,1,0,0.0,0.0
36,1,7,1,9,4168e5a4-c7ec-4045-bfc8-84ac5edbe845,0,4707,1709643305,False,1,0,0.0,0.0
33,1,0,1,7,73b403cf-86fd-4f93-a484-5cb06a2abeea,6,3658,1709643306,False,1,0,0.0,0.0
1,1,18,1,1,b9c209b2-6284-4f5a-a32a-680ef9da1c1f,0,4795,1709643302,False,1,0,0.0,0.0
11,1,11,1,2,1820420224296772166,2,1820420224296772166,1709643303,False,1,0,0.0,0.0
18,1,6,1,1,16a4effc-282e-4053-b47b-31f734d50c08,3,3504,1709643303,False,1,0,0.0,0.0
15,1,7,1,0,1a083890-e22b-4f81-8d98-567784034916,2,4554,1709643303,False,1,0,0.0,0.0
3,1,15,1,0,efa2a82f-eb4a-4b82-a602-6c42cb984101,1,5019,1709643303,False,1,0,0.0,0.0
72,1,0,1,21,66dbcf18-0aca-11e7-82f6-3863bb44ef7c,4,369,1709643303,False,1,0,0.0,0.0
9,1,4,1,1,f3b359e2-7983-4aaf-b6b0-e3b7d30816a4,5,3758,1709643303,False,1,1,0.0,0.0
4,1,16,1,3,3bf69f3e-23f6-4abe-b5fe-dabe6b0ea066,3,4063,1709643302,False,1,0,0.0,0.0
23,1,5,1,2,a617924a-31b7-45ed-8793-099b7274f34c,0,3620,1709643302,False,1,0,0.0,0.0
2,1,14,1,2,db91c9e0-d80b-4cb4-9cc2-9453ec8fbeac,2,4167,1709643306,False,1,1,0.0,0.0
12,1,4,1,6,55146e49-9bc4-4f13-bdf7-25422342b638,2,4228,1709643307,False,1,1,0.0,0.0
5,1,17,1,0,22e38a04-e70d-4484-bbf3-f6e8c64fdbd4,1,4547,1709643309,False,1,0,0.0,0.0
