num_bikes_available,is_renting,num_docks_available,is_returning,num_ebikes_available,station_id,num_bikes_disabled,legacy_id,last_reported,eightd_has_available_keys,is_installed,num_docks_disabled,num_scooters_unavailable,num_scooters_available
0,1,18,1,0,023cf549-bd85-4f9a-abd8-70ba29d7e86b,1,4515,1709643238,False,1,0,0.0,0.0
11,1,9,1,8,69f84045-48f9-4c6c-90d3-0503e5ed39e9,2,3574,1709643238,False,1,0,0.0,0.0
13,1,18,1,3,1880643645302280466,2,1880643645302280466,1709643238,False,1,0,0.0,0.0
4,1,14,1,1,1834145589124844432,1,1834145589124844432,1709643240,False,1,0,0.0,0.0
40,1,48,1,7,66db76a1-0aca-11e7-82f6-3863bb44ef7c,5,317,1709643240,False,1,0,0.0,0.0
2,1,17,1,1,24509e46-a0de-47e8-ba40-9441da68952a,0,4440,1709643240,False,1,0,0.0,0.0
11,1,16,1,2,81bec993-29a5-4e70-8f60-eecdf16c7be4,0,4684,1709643238,False,1,0,0.0,0.0
5,1,12,1,5,6fab98b7-b06a-49d8-a4d1-087ffce0ebcf,1,4157,1709643239,False,1,0,0.0,0.0
38,1,5,1,13,29ced315-14b5-4edc-bef2-665316dfe3dd,2,4711,1709643239,False,1,0,0.0,0.0
5,1,10,1,4,655ad2f2-6bcc-4eee-95a9-4f528c0b81cd,3,4112,1709643245,False,1,0,0.0,0.0
48,1,12,1,25,7dda8844-60ba-4449-b05c-54c1d14ab5fb,9,4689,1709643245,False,1,0,0.0,0.0
9,1,12,1,4,1860189327773878824,4,1860189327773878824,1709643245,False,1,0,0.0,0.0
22,1,4,1,2,6e5a8cab-cf1a-4584-8133-01835b56ad71,1,4166,1709643245,False,1,0,0.0,0.0
25,1,1,1,13,66ddb66e-0aca-11e7-82f6-3863bb44ef7c,3,3243,1709643244,False,1,0,0.0,0.0
11,1,8,1,0,1854538962214948918,1,1854538962214948918,1709643244,False,1,0,0.0,0.0
3,1,14,1,2,1859088223746072684,2,1859088223746072684,1709643244,False,1,0,0.0,0.0
19,1,1,1,0,3f05490b-a3d8-4d15-bd25-0212555b5dff,1,4358,1709643244,False,1,1,0.0,0.0
10,1,20,1,8,1859438049977968878,1,1859438049977968878,1709643246,False,1,0,0.0,0.0
7,1,66,1,5,66dd5407-0aca-11e7-82f6-3863bb44ef7c,4,3178,1709643246,False,1,0,0.0,0.0
13,1,5,1,2,c80c55c4-d623-42d7-8acf-6bfa68a84ecb,3,4151,1709643246,False,1,0,0.0,0.0
40,1,3,1,6,32cc1603-a4b5-4099-b7bf-681de451b04a,4,4737,1709643246,False,1,0,0.0,0.0
0,1,34,1,0,66dd3d7f-0aca-11e7-82f6-3863bb44ef7c,2,3131,1709643246,False,1,0,0.0,0.0
13,1,2,1,4,1860189650739626488,6,1860189650739626488,1709643246,False,1,0,0.0,0.0
4,1,24,1,3,d73e26de-8534-4b46-a321-3cae295ef9b2,2,4059,1709643246,False,1,0,0.0,0.0
16,1,8,1,4,1817822909864556798,3,1817822909864556798,1709643242,False,1,0,0.0,0.0
30,1,43,1,9,66dd4ec7-0aca-11e7-82f6-3863bb44ef7c,1,3169,1709643242,False,1,0,0.0,0.0
19,1,14,1,9,66db408f-0aca-11e7-82f6-3863bb44ef7c,6,249,1709643242,False,1,0,0.0,0.0
2,1,19,1,1,191d5d54-de64-4312-99c7-eee141efa4ef,1,4572,1709643243,False,1,0,0.0,0.0
1,1,23,1,0,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,0,4917,1709643243,False,1,1,0.0,0.0
42,1,13,1,26,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,2,349,1709643243,False,1,0,0.0,0.0
11,1,5,1,2,66de0a78-0aca-11e7-82f6-3863bb44ef7c,2,3330,1709643243,False,1,0,0.0,0.0
0,1,22,1,0,4f814d78-5d8d-458b-877e-2ca449b865be,0,4014,1709643247,False,1,0,,
19,1,1,1,3,1794852638057746848,1,1794852638057746848,1709643247,False,1,0,0.0,0.0
7,1,9,1,1,41495491-5d89-4e14-aab9-c3db04aad399,3,4774,1709643247,False,1,0,0.0,0.0
3,1,15,1,0,bcb08532-f0d5-4c0e-ad8a-4ddacc204791,0,3833,1709643240,False,1,0,0.0,0.0
7,1,13,1,0,1835246937517543544,0,1835246937517543544,1709643240,False,1,0,0.0,0.0
9,1,7,1,2,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,2,3060,1709643240,False,1,0,0.0,0.0
29,1,3,1,0,1814548067447122618,2,1814548067447122618,1709643241,False,1,1,0.0,0.0
11,1,11,1,7,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,0,3053,1709643241,False,1,0,0.0,0.0
11,1,29,1,6,66dce8db-0aca-11e7-82f6-3863bb44ef7c,2,3074,1709643234,False,1,0,0.0,0.0
18,1,4,1,5,66de2274-0aca-11e7-82f6-3863bb44ef7c,3,3370,1709643255,False,1,0,0.0,0.0
24,1,0,1,1,66de43a5-0aca-11e7-82f6-3863bb44ef7c,1,3387,1709643256,False,1,0,0.0,0.0
4,1,18,1,2,0bd9bd58-42e6-4680-9d19-83943372221f,0,4395,1709643249,False,1,0,0.0,0.0
18,1,1,1,12,1096fc76-794e-4343-8eb0-0dd6c9a48266,0,4569,1709643249,False,1,0,0.0,0.0
33,1,2,1,1,66de6346-0aca-11e7-82f6-3863bb44ef7c,0,3421,1709643249,False,1,0,0.0,0.0
1,1,17,1,0,66dcbac5-0aca-11e7-82f6-3863bb44ef7c,1,3043,1709643249,False,1,0,0.0,0.0
18,1,3,1,0,1871698348432996504,2,1871698348432996504,1709643249,False,1,0,0.0,0.0
7,1,5,1,3,53ef19c6-eaa7-47f7-807e-f51b574b1be0,7,4461,1709643250,False,1,0,0.0,0.0
10,1,19,1,0,66de2199-0aca-11e7-82f6-3863bb44ef7c,0,3368,1709643250,False,1,0,0.0,0.0
4,1,14,1,2,19b61564-7629-41b4-80c8-1756135a5442,1,4031,1709643256,False,1,0,0.0,0.0
10,1,15,1,6,563389a0-d90f-4155-9c50-528459df26aa,1,4831,1709643256,False,1,0,0.0,0.0
16,1,7,1,12,912813fc-fde4-4430-8443-a4fa21477e7f,1,4056,1709643257,False,1,0,0.0,0.0
35,1,8,1,9,66db2a71-0aca-11e7-82f6-3863bb44ef7c,2,127,1709643257,False,1,0,0.0,0.0
16,1,1,1,6,83a5d761-57d0-4cd6-aa2b-7eb350120d99,4,4252,1709643251,False,1,0,0.0,0.0
20,1,13,1,2,66de71af-0aca-11e7-82f6-3863bb44ef7c,5,3429,1709643250,False,1,1,0.0,0.0
13,1,10,1,13,ceb179f3-89c3-4c3e-8a0a-3415406a9463,0,4067,1709643250,False,1,0,0.0,0.0
64,1,9,1,22,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,0,363,1709643253,False,1,0,0.0,0.0
21,1,0,1,3,1814907590556515014,1,1814907590556515014,1709643254,False,1,1,0.0,0.0
10,1,17,1,2,66dced76-0aca-11e7-82f6-3863bb44ef7c,0,3078,1709643254,False,1,0,0.0,0.0
19,1,3,1,5,2a66ed0a-5e6d-4893-a1d1-876bb2bac4be,5,4200,1709643255,False,1,0,0.0,0.0
18,1,0,1,3,1828966626550010820,2,1828966626550010820,1709643252,False,1,0,0.0,0.0
18,1,0,1,0,e92414a8-e72f-4a69-a5a1-7f50f4c881e5,1,5008,1709643252,False,1,0,0.0,0.0
60,1,10,1,4,66dde630-0aca-11e7-82f6-3863bb44ef7c,2,3296,1709643257,False,1,0,0.0,0.0
8,1,13,1,3,5a24acbb-94ef-4cb5-9db8-f6073ac26a2b,0,4302,1709643258,False,1,0,0.0,0.0
17,1,0,1,0,4e747443-d481-4aea-a6d1-cf20204af4ba,3,4175,1709643258,False,1,0,0.0,0.0
12,1,10,1,2,1846085734612252774,0,1846085734612252774,1709643258,False,1,0,0.0,0.0
43,1,11,1,14,66dbe68e-0aca-11e7-82f6-3863bb44ef7c,3,383,1709643261,False,1,0,0.0,0.0
23,1,0,1,0,f5393bc2-36d4-4508-bf51-fa48d121f751,3,4821,1709643263,False,1,0,0.0,0.0
9,1,14,1,0,ff745407-c087-4c0d-a965-98baf078f292,0,4878,1709643260,False,1,0,0.0,0.0
23,1,0,1,1,1862008701134683118,2,1862008701134683118,1709643260,False,1,0,0.0,0.0
22,1,2,1,4,1835618878584115330,1,1835618878584115330,1709643262,False,1,0,0.0,0.0
14,1,8,1,1,66de4bbb-0aca-11e7-82f6-3863bb44ef7c,1,3398,1709643262,False,1,0,0.0,0.0
26,1,16,1,1,59df3823-0369-4a10-8132-05df34a170af,4,4593,1709643258,False,1,1,0.0,0.0
19,1,0,1,13,7a6fc75f-a605-4dd6-b567-b2bbbfb862f3,0,4871,1709643262,False,1,0,0.0,0.0
5,1,60,1,5,0b009276-767c-47ee-a4d2-7633d4f95d95,4,3731,1709643258,False,1,0,0.0,0.0
15,1,4,1,2,6542d952-ca19-410e-9290-ee6b7a6e14cf,1,4567,1709643268,False,1,0,0.0,0.0
5,1,11,1,4,f9ed9a6b-097e-48b9-a9d1-79d084dcd2d9,3,4493,1709643268,False,1,0,0.0,0.0
23,1,37,1,15,0fde06c2-632c-46a9-8866-f4e855604f74,8,4641,1709643268,False,1,0,0.0,0.0
23,1,9,1,9,ff9581d3-3e1a-463a-bdab-d8150c468be2,1,3513,1709643268,False,1,0,0.0,0.0
10,1,9,1,2,640a9a95-194f-42f5-8d88-1df67129f388,4,4176,1709643268,False,1,0,0.0,0.0
9,1,11,1,1,d5cabb43-6c78-4022-964e-a8b02470509e,2,5028,1709643270,False,1,0,0.0,0.0
17,1,23,1,5,1903269842202951692,2,1903269842202951692,1709643270,False,1,0,0.0,0.0
1,1,28,1,1,d040a7b3-85b5-4c0d-9c92-3f4ad0082143,1,4308,1709643271,False,1,0,0.0,0.0
0,1,43,1,0,66dc17df-0aca-11e7-82f6-3863bb44ef7c,0,440,1709643271,False,1,0,,
13,1,4,1,3,754ac5df-f2b5-4636-8c58-ed84ea262bde,3,4603,1709643271,False,1,0,0.0,0.0
17,1,4,1,0,1799624430022654108,0,1799624430022654108,1709643269,False,1,0,0.0,0.0
29,1,58,1,23,1869743938848725856,5,1869743938848725856,1709643269,False,1,0,0.0,0.0
4,1,11,1,0,84a7baff-415b-4ab9-a859-74c2801483ce,1,3772,1709643269,False,1,0,0.0,0.0
6,1,15,1,1,0fa27bd7-b182-4e7a-b5bb-90f4249cb368,1,3577,1709643270,False,1,0,0.0,0.0
20,1,3,1,3,66db277a-0aca-11e7-82f6-3863bb44ef7c,2,82,1709643271,False,1,1,0.0,0.0
16,1,4,1,0,7aa86431-bbc5-4d9c-8198-9630c9d32a22,0,4367,1709643271,False,1,0,0.0,0.0
9,1,12,1,1,372c592e-09d8-400c-9595-2aa3510f39b0,4,3846,1709643271,False,1,0,0.0,0.0
6,1,18,1,4,f401cd5f-cb41-41f8-a857-4a4dfe778f94,2,3860,1709643271,False,1,0,0.0,0.0
17,1,3,1,1,765ee572-6c7a-4ed3-a2d4-f1496ea53996,2,4550,1709643271,False,1,0,0.0,0.0
15,1,10,1,7,bc9c9006-3d40-400d-8b5c-17f56e6dfcee,1,4052,1709643271,False,1,0,0.0,0.0
16,1,7,1,5,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,0,5013,1709643266,False,1,0,0.0,0.0
13,1,4,1,5,1840540852548303628,1,1840540852548303628,1709643266,False,1,0,0.0,0.0
6,1,12,1,5,92fc1ad7-0867-4655-b02f-ede65d336b14,1,4265,1709643264,False,1,0,0.0,0.0
54,1,2,1,10,1804892772559499512,9,1804892772559499512,1709643264,False,1,1,0.0,0.0
4,1,16,1,2,d470e82e-d109-4e2e-b66a-f5e944cbfe97,1,4940,1709643264,False,1,0,0.0,0.0
19,1,0,1,2,7f402242-dc1b-4a48-ba21-58c4fa7216b4,0,4950,1709643264,False,1,0,0.0,0.0
10,1,9,1,4,0630217a-3913-47d9-9540-cf85688296a5,0,3522,1709643264,False,1,0,0.0,0.0
37,1,21,1,3,c1a4d909-0a00-475a-8e82-18ed13a4eb01,3,4688,1709643264,False,1,0,0.0,0.0
1,1,26,1,0,0de1f95f-8b1b-4e5e-9eff-73c63265b0ab,2,4329,1709643265,False,1,0,0.0,0.0
20,1,19,1,2,66dc10d1-0aca-11e7-82f6-3863bb44ef7c,5,432,1709643265,False,1,1,0.0,0.0
23,1,6,1,15,66db93a1-0aca-11e7-82f6-3863bb44ef7c,2,332,1709643265,False,1,3,0.0,0.0
4,1,15,1,4,66dde69c-0aca-11e7-82f6-3863bb44ef7c,0,3297,1709643267,False,1,0,0.0,0.0
9,1,11,1,4,59b747c1-fbfb-4a3d-9394-8d06834d7c98,1,4459,1709643267,False,1,0,0.0,0.0
13,1,6,1,8,576abdc1-986e-48b0-bde2-051a13d3ff59,2,4772,1709643267,False,1,0,0.0,0.0
5,1,13,1,0,b713367c-3572-4225-b74a-9319ab537838,1,4631,1709643278,False,1,0,0.0,0.0
45,1,0,1,19,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,6,388,1709643278,False,1,0,0.0,0.0
19,1,1,1,18,eb217a2c-1dd0-4690-a34e-ecc1a708f883,0,4424,1709643278,False,1,0,0.0,0.0
20,1,3,1,1,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,0,3757,1709643279,False,1,0,0.0,0.0
21,1,0,1,0,16e70b05-5b73-4930-9dcf-f79e5ce9eaf5,1,4422,1709643279,False,1,0,0.0,0.0
3,1,37,1,2,1dacb0f6-29f5-4d1b-b910-92ffa5b4ca5d,2,3584,1709643272,False,1,0,0.0,0.0
0,1,21,1,0,545a32d3-b74c-4dc2-b82c-a6d185dd4666,1,4084,1709643272,False,1,0,0.0,0.0
21,1,8,1,2,3db799ba-b574-4e5f-95e5-c767bec2acb6,2,3963,1709643272,False,1,0,0.0,0.0
7,1,13,1,6,66dcc37f-0aca-11e7-82f6-3863bb44ef7c,1,3055,1709643273,False,1,1,0.0,0.0
3,1,13,1,3,493850bd-125b-49f5-932b-bf999504fb06,2,3978,1709643273,False,1,0,0.0,0.0
15,1,4,1,5,22ab59a8-0af4-4101-9350-a7af88e37c2e,0,3936,1709643273,False,1,0,0.0,0.0
22,1,0,1,0,4c03fa2d-89da-4f0b-8f19-c7de5edbe256,2,4006,1709643275,False,1,0,0.0,0.0
30,1,0,1,2,e85c3165-ad0a-44a3-9683-d8cf7575f465,0,4361,1709643275,False,1,0,0.0,0.0
10,1,14,1,1,66dd217d-0aca-11e7-82f6-3863bb44ef7c,1,3117,1709643276,False,1,0,0.0,0.0
12,1,26,1,0,66dea7b5-0aca-11e7-82f6-3863bb44ef7c,3,3459,1709643276,False,1,0,0.0,0.0
8,1,12,1,0,b0bac4ef-bb57-4598-a433-75c281170d5b,4,4001,1709643273,False,1,0,0.0,0.0
25,1,1,1,0,1831178352265562334,1,1831178352265562334,1709643273,False,1,0,0.0,0.0
3,1,23,1,2,566a6389-5c22-49ca-8c24-4d9eea135170,2,4393,1709643274,False,1,0,0.0,0.0
14,1,0,1,7,cb9840a3-4ae2-420d-865c-9ac45e2f5485,2,4019,1709643274,False,1,0,0.0,0.0
4,1,19,1,2,4e9a1c3a-20e2-4fd5-b8de-fbf8d43e7bcc,1,5035,1709643274,False,1,0,0.0,0.0
19,1,2,1,9,f34ea09d-32f9-492c-9124-99059bc0b5dd,0,4296,1709643274,False,1,0,0.0,0.0
9,1,10,1,7,fda18503-7488-4b91-b74c-949a90401e83,0,4769,1709643276,False,1,0,0.0,0.0
13,1,12,1,1,66de1fe7-0aca-11e7-82f6-3863bb44ef7c,2,3364,1709643276,False,1,0,0.0,0.0
8,1,12,1,1,922763d6-d73c-4678-8bcd-f42ee3a236db,0,5033,1709643276,False,1,0,0.0,0.0
6,1,12,1,3,abc1311e-e000-4211-af9e-0cf92242711e,2,4102,1709643276,False,1,2,0.0,0.0
