num_bikes_available,num_docks_available,num_ebikes_available,station_id,num_bikes_disabled,last_reported,is_installed,num_docks_disabled,time,total_docks,per_num_docks_available,per_num_bikes_available,name,lat,lon,capacity_original,zipCode,capacity_zip_sum
11,8,10,66dbb869-0aca-11e7-82f6-3863bb44ef7c,4,1709648326,1,0,2024-03-05 14:18:46,29,27.586206896551722,37.93103448275862,Monroe St & Bedford Ave,40.6851443,-73.95380904,23,11216,583
8,12,2,1d167807-0aa8-413a-b7a0-01c2ca8a6a60,0,1709648327,1,0,2024-03-05 14:18:47,22,54.54545454545454,36.36363636363637,Kingston Ave & Park Pl,40.67308,-73.94191,21,11213,698
12,4,2,9ac5758f-0419-4e28-8387-6bcd28db17fa,2,1709648327,1,0,2024-03-05 14:18:47,18,22.22222222222222,66.66666666666666,E 141 St & St Ann's Ave,40.808633,-73.916124,19,10454,437
12,6,10,19b61564-7629-41b4-80c8-1756135a5442,1,1709648327,1,0,2024-03-05 14:18:47,28,21.428571428571427,42.857142857142854,Cauldwell Ave & E 158 St,40.81989,-73.908351,19,10456,607
16,7,12,912813fc-fde4-4430-8443-a4fa21477e7f,1,1709648327,1,0,2024-03-05 14:18:47,35,20.0,45.714285714285715,Broadway & W 165 St,40.839137,-73.941409,24,10032,512
2,16,0,90b141b9-c39f-4a26-a32d-08c7d1474d52,1,1709648327,1,0,2024-03-05 14:18:47,18,88.88888888888889,11.11111111111111,Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,22,10474,130
39,2,28,66dd448f-0aca-11e7-82f6-3863bb44ef7c,3,1709648327,1,0,2024-03-05 14:18:47,69,2.898550724637681,56.52173913043478,E 84 St & Park Ave,40.77862688,-73.95772073,45,10028,392
9,10,6,6a671276-d345-4a4c-a7df-98f5dbb19e4c,2,1709648327,1,0,2024-03-05 14:18:47,25,40.0,36.0,43 St & 37 Ave,40.750181,-73.919998,21,11101,1806
3,21,2,1836581714456697424,0,1709648327,1,0,2024-03-05 14:18:47,26,80.76923076923077,11.538461538461538,93 St & Roosevelt Ave,40.74888,-73.87368,24,11372,601
14,14,1,d9bc0b3e-1af8-4cb6-a082-8ef1245ef329,0,1709648327,1,1,2024-03-05 14:18:47,29,48.275862068965516,48.275862068965516,Lexington Ave & E 120 St,40.8013066,-73.9398167,29,10035,556
12,7,0,1828966104320053340,0,1709648328,1,0,2024-03-05 14:18:48,19,36.84210526315789,63.1578947368421,72 St & Northern Blvd,40.75473,-73.89458,19,11370,481
12,8,1,6f21be51-6fde-4cde-b1db-b102a5f67300,1,1709648328,1,0,2024-03-05 14:18:48,21,38.095238095238095,57.14285714285714,Brook Ave & E 157 St,40.820713,-73.911759,21,10451,645
11,15,2,54782566-697b-497e-a503-dc1f39963eb2,1,1709648328,1,0,2024-03-05 14:18:48,28,53.57142857142857,39.285714285714285,38 St & 30 Ave,40.764174520197685,-73.91583994030952,27,11103,436
1,22,0,1885440410432338078,2,1709648328,1,0,2024-03-05 14:18:48,23,95.65217391304348,4.3478260869565215,E 182 St & Grand Concourse,40.85591,-73.90051,26,10457,836
8,13,3,5a24acbb-94ef-4cb5-9db8-f6073ac26a2b,0,1709648328,1,0,2024-03-05 14:18:48,24,54.166666666666664,33.33333333333333,21 St & 23 Ave,40.778557,-73.919046,22,11105,731
17,6,5,fbaffdbd-dab5-4127-9bd5-36bf58093ea8,1,1709648328,1,0,2024-03-05 14:18:48,28,21.428571428571427,60.71428571428571,9 Ave & W 204 St,40.86169883507865,-73.91855701804161,24,10034,408
17,0,0,4e747443-d481-4aea-a6d1-cf20204af4ba,3,1709648329,1,0,2024-03-05 14:18:49,17,0.0,100.0,E 171 St & Webster Ave,40.838379,-73.905838,20,10456,607
37,11,5,66db9845-0aca-11e7-82f6-3863bb44ef7c,2,1709648329,1,6,2024-03-05 14:18:49,53,20.754716981132077,69.81132075471697,Sullivan St & Washington Sq,40.73047747,-73.99906065,57,10012,719
1,18,0,0575e356-72f4-4251-8e15-574cf60bd190,1,1709648329,1,0,2024-03-05 14:18:49,19,94.73684210526315,5.263157894736842,Bushwick Ave & Forrest St,40.70076,-73.93641,20,11206,831
12,10,2,1846085734612252774,0,1709648329,1,0,2024-03-05 14:18:49,24,41.66666666666667,50.0,98 St & 41 Ave,40.74773,-73.86649,22,11368,996
15,4,6,9505c2b7-0c3a-4791-8471-d2092a86291f,4,1709648329,1,0,2024-03-05 14:18:49,25,16.0,60.0,Front St & Jay St,40.702461,-73.986842,24,11201,2201
0,17,0,85ba92ab-8d0a-4d17-9d07-0173e16d3b6d,2,1709648329,1,0,2024-03-05 14:18:49,17,100.0,0.0,Monroe St & Patchen Ave,40.68814,-73.92693,20,11221,906
32,9,21,7e70b65e-00c1-40d5-984d-17232a4ee05e,3,1709648329,1,0,2024-03-05 14:18:49,62,14.516129032258066,51.61290322580645,Greenwich St & Perry St,40.73498,-74.00697,45,10014,1252
2,16,0,6908ae75-b9a1-4f20-b192-95dc43e858a8,1,1709648329,1,0,2024-03-05 14:18:49,18,88.88888888888889,11.11111111111111,64 St & Woodbine St,40.70809,-73.89549,19,11385,909
6,13,2,96878d29-481d-48dc-bcdc-a5f1ce88c76d,1,1709648329,1,0,2024-03-05 14:18:49,21,61.904761904761905,28.57142857142857,Macon St & Lewis Ave,40.68282,-73.93488,20,11233,877
22,8,1,1838071090619298218,0,1709648329,1,0,2024-03-05 14:18:49,31,25.806451612903224,70.96774193548387,114 St & 39 Ave,40.7532,-73.853,30,11368,996
0,21,0,68827e5f-ed28-45de-99bf-66093a8c504f,0,1709648329,1,0,2024-03-05 14:18:49,21,100.0,0.0,Park Pl & Utica Ave,40.67242,-73.93094,21,11213,698
5,13,0,b713367c-3572-4225-b74a-9319ab537838,1,1709648329,1,0,2024-03-05 14:18:49,18,72.22222222222221,27.77777777777778,Sedgwick Ave & Hall of Fame Terrace,40.859532,-73.913303,19,10453,633
7,23,3,2576805f-9732-4c74-8f1d-57715e8cdfa2,0,1709648330,1,0,2024-03-05 14:18:50,33,69.6969696969697,21.21212121212121,Central Ave & Covert St,40.68929,-73.90951,30,11207,318
8,14,2,5f968a1b-ee60-43a0-ad25-05211e09e436,0,1709648330,1,0,2024-03-05 14:18:50,24,58.333333333333336,33.33333333333333,Eldert St & Bushwick Ave,40.68652,-73.91321,22,11207,318
1,17,1,6661108f-28eb-4671-ad0c-36a311d325aa,1,1709648330,1,0,2024-03-05 14:18:50,19,89.47368421052632,5.263157894736842,Rogers Pl & E 165 St,40.82388366441761,-73.8974027708582,19,10459,482
63,12,17,a4368364-fa79-493c-8478-1d3471a6077f,5,1709648330,1,0,2024-03-05 14:18:50,92,13.043478260869565,68.47826086956522,E 11 St & 3 Ave,40.73127,-73.98849,80,10003,2245
21,2,14,1861681435029604706,0,1709648330,1,0,2024-03-05 14:18:50,37,5.405405405405405,56.75675675675676,W 230 St & Marble Hill Ave,40.87807,-73.90796,23,10463,446
2,16,2,1875413335585534272,3,1709648330,1,0,2024-03-05 14:18:50,20,80.0,10.0,E 178 St & Monterey Ave,40.84749,-73.89464,21,10457,836
4,12,1,ab692d1f-5a4a-4fff-b929-013c3a7e8a98,2,1709648330,1,0,2024-03-05 14:18:50,17,70.58823529411765,23.52941176470588,51 St & Queens Blvd,40.7429,-73.91395,20,11377,1095
14,7,3,4f57360d-a4cb-4568-b74a-f3086ccaee2e,0,1709648330,1,0,2024-03-05 14:18:50,24,29.166666666666668,58.333333333333336,Seaman Ave & Beak St,40.867505,-73.926363,21,10034,408
8,11,8,3f031133-ec95-4a92-9d63-2ae28183f498,0,1709648330,1,0,2024-03-05 14:18:50,27,40.74074074074074,29.629629629629626,11 Ave & Prospect Ave,40.65629,-73.977335,20,11215,1088
14,4,3,1860188907884823208,3,1709648330,1,0,2024-03-05 14:18:50,21,19.047619047619047,66.66666666666666,E 180 St & Monterey Ave,40.85025,-73.89301,21,10457,836
4,15,1,bdc116cd-4d63-4693-846c-ec5073314007,1,1709648330,1,0,2024-03-05 14:18:50,20,75.0,20.0,W 192 St & University Ave,40.866899,-73.901942,21,10468,708
20,4,2,5ffde991-1125-443e-bc97-6827b2b9c97b,0,1709648330,1,1,2024-03-05 14:18:50,26,15.384615384615385,76.92307692307693,Jefferson St & Cypress Ave,40.70907,-73.92157,25,11237,593
15,3,0,1845676917264180046,1,1709648330,1,0,2024-03-05 14:18:50,18,16.666666666666664,83.33333333333334,Snyder Ave & Schenectady Ave,40.65,-73.93296,19,11203,742
11,11,2,1820420224296772166,2,1709648331,1,0,2024-03-05 14:18:51,24,45.83333333333333,45.83333333333333,Bedford Ave & Beverley Rd,40.64491,-73.95487,24,11226,713
27,28,6,66db40ef-0aca-11e7-82f6-3863bb44ef7c,5,1709648331,1,0,2024-03-05 14:18:51,61,45.90163934426229,44.26229508196721,Lafayette St & Jersey St,40.72456089,-73.99565293,60,10012,719
25,3,3,66db69d0-0aca-11e7-82f6-3863bb44ef7c,5,1709648331,1,1,2024-03-05 14:18:51,31,9.67741935483871,80.64516129032258,3 Ave & Schermerhorn St,40.68683208,-73.9796772,35,11217,885
18,1,1,e0a9ed84-55f9-40f5-90fa-87db17d2f933,0,1709648331,1,0,2024-03-05 14:18:51,20,5.0,90.0,Melrose Ave & E 154 St,40.819609,-73.916071,19,10455,464
37,6,13,29ced315-14b5-4edc-bef2-665316dfe3dd,2,1709648331,1,0,2024-03-05 14:18:51,56,10.714285714285714,66.07142857142857,W 12 St & Hudson St,40.73752993301071,-74.00558933615685,45,10014,1252
10,19,8,66dd49eb-0aca-11e7-82f6-3863bb44ef7c,2,1709648331,1,0,2024-03-05 14:18:51,37,51.35135135135135,27.027027027027028,W 63 St & Broadway,40.77163851,-73.98261428,31,10023,683
12,27,1,1903269842202951692,3,1709648331,1,0,2024-03-05 14:18:51,40,67.5,30.0,E 3 St & Ave A,40.723537,-73.985112,42,10009,1560
23,2,1,1814900353536621062,6,1709648331,1,0,2024-03-05 14:18:51,26,7.6923076923076925,88.46153846153845,Parkside Ave & Ocean Ave,40.65485,-73.96217,31,11218,736
0,23,0,753415aa-9bb4-4f72-bb5c-0906365177d0,1,1709648331,1,0,2024-03-05 14:18:51,23,100.0,0.0,44 St & 6 Ave,40.647105,-74.004483,24,11232,613
20,13,10,aa8fc8b7-b66c-41d9-9885-30b8af599378,9,1709648331,1,0,2024-03-05 14:18:51,43,30.23255813953488,46.51162790697674,E 10 St & 2 Ave,40.72970805644994,-73.9865979552269,41,10003,2245
19,0,13,7a6fc75f-a605-4dd6-b567-b2bbbfb862f3,0,1709648331,1,0,2024-03-05 14:18:51,32,0.0,59.375,65 Pl & 53 Ave,40.73145,-73.90022,19,11378,497
22,1,0,1862008701134683118,2,1709648331,1,0,2024-03-05 14:18:51,23,4.3478260869565215,95.65217391304348,Arthur Ave & E 183 St,40.85307,-73.88953,25,10457,836
5,10,4,66db29e6-0aca-11e7-82f6-3863bb44ef7c,4,1709648331,1,0,2024-03-05 14:18:51,19,52.63157894736842,26.31578947368421,Lexington Ave & Classon Ave,40.68676793,-73.95928168,19,11238,906
21,0,6,1846086665080867236,0,1709648331,1,0,2024-03-05 14:18:51,27,0.0,77.77777777777779,100 St & Lewis Ave,40.73988,-73.86012,21,11368,996
18,0,4,7a1ad7c0-4958-4354-91a1-11bf13348abd,1,1709648332,1,0,2024-03-05 14:18:52,22,0.0,81.81818181818183,56 Dr & 59 St,40.72403,-73.90853,19,11378,497
3,16,3,e5b2a7ce-d867-465b-8446-743e00617068,1,1709648332,1,0,2024-03-05 14:18:52,22,72.72727272727273,13.636363636363635,47 Ave & 48 St,40.74086,-73.91708,20,11377,1095
14,4,4,754ac5df-f2b5-4636-8c58-ed84ea262bde,2,1709648332,1,0,2024-03-05 14:18:52,22,18.181818181818183,63.63636363636363,Bailey Ave & Sedgwick Ave,40.86571,-73.90857,20,10468,708
12,7,2,1838070626762830158,4,1709648332,1,0,2024-03-05 14:18:52,21,33.33333333333333,57.14285714285714,99 St & Astoria Blvd,40.76196,-73.87042,23,11369,564
4,18,2,0bd9bd58-42e6-4680-9d19-83943372221f,0,1709648332,1,0,2024-03-05 14:18:52,24,75.0,16.666666666666664,6 Ave & 60 St,40.638196,-74.013821,22,11220,832
14,1,0,1838999304404452058,6,1709648332,1,0,2024-03-05 14:18:52,15,6.666666666666667,93.33333333333333,Winthrop St & Albany Ave,40.6577,-73.9398,21,11203,742
5,13,4,822d96e8-fb6c-463a-b866-aec9e408ad5e,0,1709648332,1,0,2024-03-05 14:18:52,22,59.09090909090909,22.727272727272727,36 Ave & 10 St,40.7614376,-73.9411265,19,11106,571
13,7,4,1849010295160437584,0,1709648332,1,0,2024-03-05 14:18:52,24,29.166666666666668,54.166666666666664,Waldron St & 108 St,40.73916,-73.8526,20,11368,996
1,18,0,5736cd70-be41-483e-8d82-721874f40e6e,0,1709648332,1,0,2024-03-05 14:18:52,19,94.73684210526315,5.263157894736842,Albany Ave & Park Pl,40.67297,-73.93896,20,11213,698
9,8,5,5db1fefa-0f10-4c58-a7ce-113f3164ced8,2,1709648332,1,0,2024-03-05 14:18:52,22,36.36363636363637,40.909090909090914,40 Ave & 9 St,40.75742,-73.945133,19,11101,1806
13,45,12,de0c1800-f7cc-41b4-ab7a-c9d219180d06,5,1709648332,1,0,2024-03-05 14:18:52,70,64.28571428571429,18.571428571428573,E 39 St & Lexington Ave,40.7494985460252,-73.97729203113158,63,10016,1219
16,8,4,1882735162923150168,0,1709648332,1,0,2024-03-05 14:18:52,28,28.57142857142857,57.14285714285714,46 Rd & 11 St,40.745805,-73.950752,25,11101,1806
0,63,0,053312f2-e77e-4674-b28b-ad357fbcb4ee,2,1709648332,1,0,2024-03-05 14:18:52,63,100.0,0.0,8 Ave & W 49 St,40.76171227910671,-73.98655101656914,65,10019,1746
20,2,1,61be9a4a-737c-413a-9b72-d47b28a366d5,1,1709648332,1,0,2024-03-05 14:18:52,23,8.695652173913043,86.95652173913044,38 St & Northern Blvd,40.752372,-73.925384,23,11101,1806
22,10,2,0109f17a-2378-4500-9648-88bdb31ec612,3,1709648333,1,0,2024-03-05 14:18:53,34,29.411764705882355,64.70588235294117,Degraw St & 3 Ave,40.67977,-73.9847,35,11217,885
42,79,40,c638ec67-9ac0-416f-944f-619926144931,2,1709648333,1,1,2024-03-05 14:18:53,161,49.06832298136646,26.08695652173913,E 40 St & Park Ave,40.750756,-73.978326,123,10017,807
4,15,2,c7dbc7b5-240b-494d-8663-dbee4103a20c,2,1709648333,1,0,2024-03-05 14:18:53,21,71.42857142857143,19.047619047619047,Troy Ave & Park Pl,40.67251,-73.93642,21,11213,698
11,3,1,26568d39-db49-4354-a5c1-c81a3c856285,3,1709648333,1,0,2024-03-05 14:18:53,15,20.0,73.33333333333333,Lincoln Ave & E 134 St,40.808484,-73.928803,17,10454,437
12,6,4,50e7c057-9c78-47d2-b66a-8a9180ce9734,0,1709648333,1,1,2024-03-05 14:18:53,22,27.27272727272727,54.54545454545454,Melrose St & Broadway,40.697481,-73.935877,20,11206,831
2,16,2,f001fac9-5f19-451e-a752-afde574a8c81,1,1709648333,1,0,2024-03-05 14:18:53,20,80.0,10.0,Paul Ave & Mosholu Pkwy,40.8802945,-73.8860653648,19,10468,708
14,2,3,1856767203049599002,5,1709648333,1,0,2024-03-05 14:18:53,19,10.526315789473683,73.68421052631578,51 Ave & Alstyne Ave,40.74311,-73.85715,21,11368,996
20,2,5,bfea6c5b-2e1a-42c5-8199-2ded6042d57b,4,1709648334,1,1,2024-03-05 14:18:54,27,7.4074074074074066,74.07407407407408,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,27,10027,668
54,2,11,1804892772559499512,9,1709648334,1,1,2024-03-05 14:18:54,67,2.9850746268656714,80.59701492537313,W 25 St & 8 Ave,40.74649996333341,-73.99732626293645,66,10001,1144
5,14,4,a90e9ad3-4347-4fa4-b031-9bf1f69ce049,0,1709648334,1,0,2024-03-05 14:18:54,23,60.86956521739131,21.73913043478261,39 Dr & 52 St,40.74732,-73.91197,19,11377,1095
23,0,0,f5393bc2-36d4-4508-bf51-fa48d121f751,3,1709648334,1,0,2024-03-05 14:18:54,23,0.0,100.0,61 St & Queens Blvd,40.74091,-73.90273,27,11377,1095
17,6,7,1846086138339179502,0,1709648334,1,0,2024-03-05 14:18:54,30,20.0,56.666666666666664,103 St & 41 Ave,40.74875,-73.86285,23,11368,996
3,18,2,191d5d54-de64-4312-99c7-eee141efa4ef,1,1709648334,1,0,2024-03-05 14:18:54,23,78.26086956521739,13.043478260869565,Valentine Ave & E 183 St,40.856987,-73.898237,23,10458,772
7,9,3,1869754004195029842,6,1709648335,1,0,2024-03-05 14:18:55,19,47.368421052631575,36.84210526315789,E 182 St & Belmont Ave,40.85089,-73.88793,22,10457,836
15,6,2,16cbe771-8fca-4437-b9d2-374e00da6c3a,0,1709648335,1,0,2024-03-05 14:18:55,23,26.08695652173913,65.21739130434783,37 Ave & 63 St,40.74893,-73.89981,23,11377,1095
26,30,7,66dd1b65-0aca-11e7-82f6-3863bb44ef7c,0,1709648335,1,0,2024-03-05 14:18:55,63,47.61904761904761,41.269841269841265,Driggs Ave & N Henry St,40.72325,-73.94308,57,11222,1314
5,16,0,7a701539-2c10-4abe-803f-525785ebb7fb,1,1709648335,1,0,2024-03-05 14:18:55,21,76.19047619047619,23.809523809523807,MacDonough St & Marcy Ave,40.68078,-73.94613,22,11216,583
9,8,2,b896d83d-5524-4c9c-a2aa-c1b0edaadc22,3,1709648335,1,0,2024-03-05 14:18:55,19,42.10526315789473,47.368421052631575,Walton Ave & E 168 St,40.83649,-73.918316,20,10452,570
3,15,3,fac701fb-c433-496e-933b-ea137dbe7fe1,0,1709648335,1,0,2024-03-05 14:18:55,21,71.42857142857143,14.285714285714285,Andrew Ave N & Hall of Fame Tce,40.85834,-73.91008,19,10453,633
5,14,4,2743a950-3a1f-4a58-8fe0-f4105033e0e3,0,1709648335,1,1,2024-03-05 14:18:55,23,60.86956521739131,21.73913043478261,30 Ave & 41 St,40.763422,-73.914142,23,11103,436
54,3,1,e8df73bd-5d3d-47c9-b04d-bcec4db5540f,8,1709648335,1,0,2024-03-05 14:18:55,58,5.172413793103448,93.10344827586206,Cliff St & Fulton St,40.70838,-74.00495,65,10038,445
19,1,0,1860187181307969634,4,1709648335,1,0,2024-03-05 14:18:55,20,5.0,95.0,Park Ave & E Tremont Ave,40.84731,-73.89981,24,10457,836
9,14,5,a58ff2e3-a5ae-4070-a26d-ddfe8cc6fc58,2,1709648335,1,0,2024-03-05 14:18:55,28,50.0,32.142857142857146,Greenpoint Ave & 47 St,40.7424,-73.91808,25,11377,1095
16,0,3,1860190006584693708,3,1709648335,1,0,2024-03-05 14:18:55,19,0.0,84.21052631578947,E 187 St & 3 Ave,40.85724,-73.8909,19,10458,772
23,11,0,1786687245202023014,1,1709648335,1,0,2024-03-05 14:18:55,34,32.35294117647059,67.64705882352942,Greenpoint Ave & West St,40.729803,-73.959099,35,11222,1314
6,15,1,4775fd25-2240-44d7-884a-d777d15a9b5e,0,1709648335,1,0,2024-03-05 14:18:55,22,68.18181818181817,27.27272727272727,Longfellow Ave & E 165 St,40.825322,-73.887729,21,10459,482
29,1,5,8ec47777-852d-4059-a5ea-12eef71a9606,7,1709648335,1,0,2024-03-05 14:18:55,35,2.857142857142857,82.85714285714286,Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392,37,10005,297
0,23,0,a7c09fde-76e8-4a56-b61d-8ca940432efd,0,1709648336,1,0,2024-03-05 14:18:56,23,100.0,0.0,Centre St & Seneca Ave,40.69969,-73.9022,23,11385,909
4,18,3,1844599666569400604,2,1709648336,1,0,2024-03-05 14:18:56,25,72.0,16.0,River St & 1 St,40.73721535335381,-74.02886540972803,24,7030,53
34,4,9,53e30d38-a110-42b4-a8f9-ca801a847ac7,5,1709648336,1,1,2024-03-05 14:18:56,47,8.51063829787234,72.3404255319149,Greene St & Prince St,40.72511734422387,-73.99930492043495,45,10012,719
1,23,0,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,0,1709648336,1,1,2024-03-05 14:18:56,24,95.83333333333334,4.166666666666666,Sterling Pl & New York Ave,40.67234,-73.94763,25,11216,583
18,6,16,66dd515d-0aca-11e7-82f6-3863bb44ef7c,2,1709648336,1,1,2024-03-05 14:18:56,40,15.0,45.0,W 74 St & Columbus Ave,40.7785669,-73.97754961,27,10023,683
38,20,22,66dc741f-0aca-11e7-82f6-3863bb44ef7c,7,1709648336,1,0,2024-03-05 14:18:56,80,25.0,47.5,E 16 St & 5 Ave,40.73726186,-73.99238967,65,10003,2245
23,16,1,a76299eb-73f7-401c-aa8b-edff9ef003bd,5,1709648336,1,0,2024-03-05 14:18:56,40,40.0,57.49999999999999,Congress St & Clinton St,40.68825516598005,-73.99545192718506,44,11201,2201
16,15,4,f833d403-2cf5-424a-a3b3-0314a44b4a67,2,1709648336,1,0,2024-03-05 14:18:56,35,42.857142857142854,45.714285714285715,Clinton St & Cherry St,40.711471394469264,-73.98672603070736,33,10002,1558
1,26,0,0de1f95f-8b1b-4e5e-9eff-73c63265b0ab,2,1709648336,1,0,2024-03-05 14:18:56,27,96.29629629629629,3.7037037037037033,35 St & 30 Ave,40.76547569244953,-73.91811579465866,29,11103,436
14,6,5,1856767361963389606,0,1709648336,1,0,2024-03-05 14:18:56,25,24.0,56.00000000000001,Van Cleef St & 108 St,40.74096,-73.85357,20,11368,996
32,48,3,66db6aae-0aca-11e7-82f6-3863bb44ef7c,3,1709648337,1,0,2024-03-05 14:18:57,83,57.831325301204814,38.55421686746988,E 2 St & Ave B,40.72217444,-73.98368779,85,10009,1560
3,21,0,77463580-6421-403d-b170-f2660c216175,0,1709648337,1,0,2024-03-05 14:18:57,24,87.5,12.5,Menahan St & Central Ave,40.69543,-73.9196,25,11221,906
7,11,7,d67375ea-3f93-4996-b0dc-f542341f2e6a,3,1709648337,1,0,2024-03-05 14:18:57,25,44.0,28.000000000000004,43 Ave & 40 St,40.74562,-73.92402,21,11104,289
20,22,2,3299ff79-36aa-42ef-b7f1-c40e95c8f570,0,1709648337,1,1,2024-03-05 14:18:57,44,50.0,45.45454545454545,24 Ave & 29 St,40.7729,-73.916142,45,11105,731
9,21,1,1835249317786962140,0,1709648337,1,0,2024-03-05 14:18:57,31,67.74193548387096,29.03225806451613,99 St & 38 Ave,40.75055,-73.86725,30,11368,996
10,14,2,266c8621-fdea-4a7e-9d35-18ca1684d526,0,1709648337,1,0,2024-03-05 14:18:57,26,53.84615384615385,38.46153846153847,69 St & 38 Ave,40.74694504524519,-73.89650255441666,24,11377,1095
2,20,0,1828968082192898522,0,1709648337,1,0,2024-03-05 14:18:57,22,90.9090909090909,9.090909090909092,86 St & 37 Ave,40.75,-73.88062,22,11372,601
2,18,1,814dd1a9-100c-4b1b-8110-6319bbd464e9,0,1709648337,1,0,2024-03-05 14:18:57,21,85.71428571428571,9.523809523809524,St Marks Ave & Rochester Ave,40.67404,-73.92772,20,11213,698
9,9,6,2366d8a4-7a49-42f3-9afe-efd2b200336b,2,1709648337,1,0,2024-03-05 14:18:57,24,37.5,37.5,45 Ave & 21 St,40.74737075646803,-73.94777297973631,21,11101,1806
38,4,5,66ddef96-0aca-11e7-82f6-3863bb44ef7c,3,1709648337,1,0,2024-03-05 14:18:57,47,8.51063829787234,80.85106382978722,2 Ave & E 96 St,40.7839636,-73.9471673,45,10128,528
29,12,18,66dde197-0aca-11e7-82f6-3863bb44ef7c,0,1709648337,1,2,2024-03-05 14:18:57,59,20.33898305084746,49.152542372881356,W 87 St & Amsterdam Ave,40.78839,-73.9747,43,10024,632
5,28,4,9092515e-eef6-478f-910f-1cd19d06bebb,1,1709648337,1,0,2024-03-05 14:18:57,37,75.67567567567568,13.513513513513514,Broadway & Hancock St,40.68663,-73.9168,35,11221,906
11,10,2,724aeecc-8c91-4afc-b97c-72a98de452c9,0,1709648337,1,0,2024-03-05 14:18:57,23,43.47826086956522,47.82608695652174,Marion Ave & Mosholu Pkwy,40.8704956,-73.8818756582,21,10458,772
5,14,5,305c221f-4e0b-4a5a-902c-3d1043dfe606,0,1709648337,1,0,2024-03-05 14:18:57,24,58.333333333333336,20.833333333333336,Newton Rd & 44 St,40.7595701,-73.9142678,19,11103,436
14,11,1,1834145204469569922,0,1709648337,1,0,2024-03-05 14:18:57,26,42.30769230769231,53.84615384615385,34 Ave & 74 St,40.75297,-73.89236,25,11372,601
6,12,1,a6a132f9-89bf-42a4-afe6-1ca449b7f570,1,1709648337,1,0,2024-03-05 14:18:57,19,63.1578947368421,31.57894736842105,Cypress Ave & George St,40.69812,-73.90271,19,11385,909
16,7,5,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,0,1709648337,1,0,2024-03-05 14:18:57,28,25.0,57.14285714285714,Cooper Ave & 65 Pl,40.69953,-73.88873,23,11385,909
26,1,14,66ddb66e-0aca-11e7-82f6-3863bb44ef7c,2,1709648337,1,0,2024-03-05 14:18:57,41,2.4390243902439024,63.41463414634146,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,29,10022,791
13,4,5,1840540852548303628,1,1709648337,1,0,2024-03-05 14:18:57,22,18.181818181818183,59.09090909090909,Butler St & 27 Ave,40.76521,-73.86483,18,11369,564
2,23,0,18b19467-28ac-4496-b3e4-f6028b1c5105,2,1709648337,1,1,2024-03-05 14:18:57,25,92.0,8.0,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,29,11221,906
20,0,2,1814907590556515014,2,1709648338,1,1,2024-03-05 14:18:58,22,0.0,90.9090909090909,Cortelyou Rd & E 19 St,40.64269,-73.96099,23,11226,713
3,16,2,1064b4b0-e9c8-4139-ac48-f118305dbe69,5,1709648338,1,0,2024-03-05 14:18:58,21,76.19047619047619,14.285714285714285,W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,24,10039,249
23,18,4,1786375597504305174,2,1709648338,1,0,2024-03-05 14:18:58,45,40.0,51.11111111111111,Wythe Ave & N 13 St,40.722767,-73.957021,43,11249,722
1,26,0,17c45d34-0d8d-46ba-9078-e9a2a7c5867c,2,1709648338,1,0,2024-03-05 14:18:58,27,96.29629629629629,3.7037037037037033,Grand Concourse & E 167 St,40.834263,-73.917641,30,10456,607
39,5,28,66db4671-0aca-11e7-82f6-3863bb44ef7c,3,1709648338,1,0,2024-03-05 14:18:58,72,6.944444444444445,54.166666666666664,Stanton St & Chrystie St,40.72229346,-73.99147535,47,10002,1558
14,9,10,8fc95e31-b025-4d2b-b5aa-240465366480,0,1709648338,1,0,2024-03-05 14:18:58,33,27.27272727272727,42.42424242424242,Grand Concourse & E 144 St,40.816576,-73.927987,23,10451,645
15,4,2,6542d952-ca19-410e-9290-ee6b7a6e14cf,1,1709648338,1,0,2024-03-05 14:18:58,21,19.047619047619047,71.42857142857143,Decatur Ave & Bedford Park Blvd,40.86813,-73.88412,20,10458,772
3,20,2,c36cfa58-29fe-4c0c-a14f-41c3463487fd,0,1709648338,1,0,2024-03-05 14:18:58,25,80.0,12.0,40 Ave & Crescent St,40.7535992020056,-73.93795609474182,23,11101,1806
0,23,0,b4ae292d-5e89-4c58-8154-0496893394b5,1,1709648338,1,0,2024-03-05 14:18:58,23,100.0,0.0,Grand Concourse & E 166 St,40.83196,-73.91956,24,10456,607
24,3,2,1884688942632618210,0,1709648338,1,0,2024-03-05 14:18:58,29,10.344827586206897,82.75862068965517,29 St & Skillman Ave,40.744831,-73.938411,27,11101,1806
25,3,10,66dcf897-0aca-11e7-82f6-3863bb44ef7c,2,1709648338,1,0,2024-03-05 14:18:58,38,7.894736842105263,65.78947368421053,Graham Ave & Conselyea St,40.715143,-73.944507,30,11211,967
