num_bikes_disabled;lat;lon;;;
1;4.070.998;-7.391.116;;;
0;406.737.236;-739.631.611;;;
1;40.807.466;-73.927.107;;;
1;40.651.354;-74.007.168;;;
1;4.081.899;-7.390.202;;;
1;4.074.214;-7.385.418;;;
2;40.698;-739.127;;;
0;406.679.411;-739.588;;;
2;4.083.999;-7.390.549;;;
1;4.064.466;-7.396.322;;;
1;406.791.944;-739.587.903;;;
6;4.076.017.739.537.780;-7.398.486.793.041.220;;;
4;4.076.695.317;-7.398.169.333;;;
2;40.756.913;-73.921.631;;;
0;4.073.568;-7.390.387;;;
4;40.752.762.088.742.000;-7.399.280.458.705.100;;;
0;407.493.722.738.996;-7.389.738.768.339.150;;;
1;4.071.915.571.696.040;-7.394.885.390.996.930;;;
2;4.075.527.307;-7.398.316.936;;;
4;4.078.524.672;-7.397.667.321;;;
1;40.854.947;-73.916.661;;;
0;4.071.988;-7.390.556;;;
1;4.064.672;-7.396.637;;;
2;40.817.166;-73.914.737;;;
3;4.064.483;-739.613;;;
0;4.068.281;-7.390.623;;;
4;4.079.752.078.124.750;-739.489.397.406.578;;;
2;406.830.456;-7.400.348.559;;;
3;4.070.336.686.695.860;-74.007.867.872.715;;;
2;4.076.663.971.723.090;-739.286.595.582.962;;;
1;40.703.681;-7.395.427;;;
1;40.648.169;-74.000.057;;;
1;407.457.121;-7.398.194.829;;;
1;40.821.294;-73.947.868;;;
3;40.822.217;-73.928.939;;;
6;40.840.536;-73.919.228;;;
0;4.074.919;-7.387.054;;;
5;407.687.620.293.096;-7.395.840.793.848.030;;;
1;4.073.892;-7.386.367;;;
3;4.072.110.063;-739.919.254;;;
1;4.068.491;-7.391.493;;;
0;407.601.853;-739.362.726;;;
2;4.072.231;-740.106;;;
4;40.772.768.286.288.300;-7.392.743.647.098.540;;;
1;4.071.019;-7.393.734;;;
2;4.083.094;-7.391.125;;;
0;406.800.105;-73.938.475;;;
0;40.769.219;-73.901.001;;;
2;4.072.779.126;-7.398.564.945;;;
0;4.067.128;-7.392.825;;;
1;4.077.518.615;-7.394.446.054;;;
1;4.075.257;-7.389.538;;;
5;4.078.115.276.427.910;-7.394.963.040.947.910;;;
7;40.675.146.838.709.700;-7.397.523.209.452.620;;;
5;4.073.221.853;-7.398.165.557;;;
1;4.073.565.914.819.220;-7.393.478.840.589.520;;;
2;4.064.235;-7.396.951;;;
0;4.084.224;-738.985;;;
2;40.806.414;-73.936.085;;;
0;4.071.921;-739.124;;;
2;4.070.853.074;-7.396.408.963;;;
1;4.075.898.481.399.630;-7.399.379.968.643.180;;;
0;4.074.324;-73.908;;;
3;4.071.225;-7.389.111;;;
5;40.680.611;-7.399.475.825;;;
6;4.072.743.423;-7.399.379.025;;;
1;4.073.624.527;-7.398.473.765;;;
2;40.782.454.175.279.800;-739.489.196.240.902;;;
0;4.068.906;-7.390.506;;;
4;40.802.535;-739.532.423;;;
0;4.074.046;-738.565;;;
2;407.691.572;-7.396.703.464;;;
1;4.083.998;-738.806;;;
3;4.082.696;-73.907.451;;;
0;407.654;-7.388.256;;;
0;4.071.745.169;-7.395.850.939;;;
1;40.719.876;-73.963.865;;;
3;408.579;-7.388.147;;;
1;4.067.669;-7.394.437;;;
0;40.666.197;-73.992.466;;;
1;4.079.558.954.105.340;-7.396.188.408.136.360;;;
0;406.728.155;-7.398.352.355;;;
3;4.076.535.380.385.860;-7.393.986.314.535.140;;;
1;408.601;-738.866;;;
0;4.067.639;-7.392.748;;;
2;4.083.171;-7.390.208;;;
0;407.423.737;-739.566;;;
4;4.072.323;-7.400.314;;;
2;4.072.243.797;-7.400.566.443;;;
1;4.075.098;-7.390.799;;;
0;40.820.681;-73.945.144;;;
2;4.074.718;-7.388.675;;;
1;40.687.880.939.612.700;-7.398.939.281.702.040;;;
3;4.087.655;-7.390.941;;;
0;40.764.496;-73.904.632;;;
0;40.826.881;-73.941.427;;;
1;40.824.796;-7.390.242;;;
2;40.832.171;-73.889.686;;;
2;4.076.669.671;-7.399.061.728;;;
2;40.811.314;-73.907.729;;;
2;4.073.213.896.287.380;-7.400.363.802.909.850;;;
2;40.713.126;-73.984.844;;;
0;407.892.105;-7.394.370.784;;;
1;4.074.521;-7.390.462;;;
2;4.076.108;-73.930.562;;;
0;4.073.028;-7.390.421;;;
1;40.777.112;-73.902.382;;;
3;4.082.995;-73.898.802;;;
1;4.072.235;-7.391.215;;;
1;40.832.812;-73.929.372;;;
9;40.711.444;-74.014.847;;;
0;40.640.125;-74.015.726;;;
3;40.808.384;-73.923.604;;;
1;40.745.038;-73.957.539;;;
2;4.071.622.644;-7.398.261.206;;;
1;40.743.540.273.428.600;-7.392.435.193.061.820;;;
3;4.074.177.603;-7.400.149.746;;;
3;40.709.697;-73.907.856;;;
1;406.972;-7.390.674;;;
3;406.704.922;-7.398.541.675;;;
1;4.067.709;-739.008;;;
0;4.081.449;-73.936.153;;;
1;408.008.363;-739.664.492.472;;;
6;4.069.196.035;-7.396.536.851;;;
2;4.067.374;-7.390.852;;;
1;4.067.759.206.937.370;-73.955.637.216.568;;;
1;40.659.555;-73.995.068;;;
1;4.070.553;-739.096;;;
1;4.074.144.387;-7.397.536.082;;;
1;4.071.273.266;-740.046.073;;;
3;4.068.454;-739.322;;;
0;40.648.055;-73.972.432;;;
1;408.684.871;-738.884.559.781;;;
3;4.070.510.918;-7.394.407.279;;;
0;4.068.494;-7.392.299;;;
1;4.074.965.268.472.840;-739.952.078.461.647;;;
0;406.827.549;-7.398.258.555;;;
6;4.076.227.205;-7.398.788.205;;;
2;40.831.584;-739.149;;;
2;4.071.269.042;-7.398.776.323;;;
4;4.075.375;-7.388.423;;;
4;4.063.966;-7.396.807;;;
2;408.496.401;-739.161.206;;;
1;4.068.967.018.552.250;-7.397.527.355.121.370;;;
1;4.074.179;-7.389.564;;;
0;407.575.699;-7.399.098.507;;;
1;4.072.066.442;-7.398.517.977;;;
2;40.651.745;-73.975.988;;;
1;4.070.117;-738.904;;;
2;4.075.675;-7.389.595;;;
0;406.883.337;-73.950.916;;;
3;40.836.733;-73.887.931;;;
1;40.821.075;-73.895.069;;;
2;4.073.827.428;-7.398.751.968;;;
0;4.075.748;-7.386.843;;;
1;40.643.817;-73.977.433;;;
3;40.832.314;-7.394.102;;;
0;4.074.586;-7.388.539;;;
1;4.071.939.226;-7.400.247.214;;;
0;4.074.087;-7.386.772;;;
0;40.822.351;-73.926.907;;;
4;4.085.670.801.831.250;-7.390.265.285.968.770;;;
2;4.073.935.542;-7.399.931.783;;;
2;407.569.332;-739.262.231;;;
5;4.074.487.634;-7.399.529.885;;;
3;40.827.883;-73.927.111;;;
0;407.388;-7.390.338;;;
0;40.818.212;-73.955.277;;;
1;4.076.360.467.795.860;-7.398.917.958.140.370;;;
3;4.075.651.272.984.950;-7.392.957.486.212.250;;;
1;40.757.284;-739.536;;;
0;4.074.679;-7.390.893;;;
0;4.074.005.708.567.280;-740.052.741.765.976;;;
2;408.082;-739.641;;;
5;408.013.434;-739.711.457.439;;;
1;407.835.016;-73.955.327;;;
3;4.072.746.420.692.390;-7.397.950.418.293.470;;;
1;40.823.162;-73.923.267;;;
0;4.083.406;-7.392.243;;;
1;4.064.683;-7.394.933;;;
2;4.066.959;-7.394.237;;;
2;4.076.473.420.006.510;-7.399.194.359.779.350;;;
4;40.735.367.055.605.300;-7.398.797.392.845.150;;;
1;4.075.874;-7.387.535;;;
0;40.858.472;-7.390.266;;;
2;4.072.353;-7.389.967;;;
0;40.680.342.423;-739.557.689.392;;;
8;40.705.945.132.708.800;-7.401.321.887.969.960;;;
4;4.086.945;-7.389.148;;;
3;406.845.683;-7.395.881.081;;;
4;406.769.993;-7.400.647.134;;;
0;4.074.215.636.827.720;-7.392.662.644.386.290;;;
3;4.072.248.188.638.210;-7.395.921.930.670.730;;;
1;406.704.836;-7.398.208.968;;;
0;4.077.813;-7.390.842;;;
2;40.657.265;-73.974.165;;;
0;4.075.755;-7.386.454;;;
1;406.933.982;-73.939.877;;;
0;40.811.675;-73.917.037;;;
0;4.081.263.616.769.310;-7.392.924.964.427.940;;;
0;4.074.281;-7.388.296;;;
1;4.070.636;-7.391.945;;;
0;4.070.708.701;-7.395.796.783;;;
0;406.843.549;-7.398.901.629;;;
1;40.763.328;-73.908.782;;;
0;4.067.095;-7.392.222;;;
1;4.078.145;-739.183.302;;;
1;4.086.648;-7.389.042;;;
1;407.969.347;-739.643.412.291;;;
3;4.080.949.534.777.940;-7.394.776.493.310.920;;;
1;4.070.575;-7.389.676;;;
3;4.076.780.080.148.130;-7.396.592.080.593.100;;;
1;40.738.095;-73.954.867;;;
1;4.071.117.444;-7.399.682.619;;;
3;4.069.241.829.257.840;-7.398.949.474.096.290;;;
0;4.077.171.710.520.820;-7.393.159.255.385.390;;;
0;407.523;-7.388.093;;;
2;40.833.303;-73.939.326;;;
1;40.658.029;-73.989.605;;;
0;4.087.656;-7.388.366;;;
1;4.073.172.428;-7.400.674.436;;;
2;4.070.793;-7.391.092;;;
0;4.073.401.143;-7.400.293.877;;;
1;4.085.198;-7.389.438;;;
1;40.830.051;-73.892.103;;;
1;4.066.688;-739.425;;;
1;40.753.441;-73.912.402;;;
4;4.070.140.463.410.640;-7.398.768.022.656.440;;;
0;4.074.622.874.694.190;-7.391.616.314.649.580;;;
6;4.073.535.398;-7.400.483.091;;;
7;4.074.322.681.432.170;-7.397.449.783.980.840;;;
0;4.075.947;-7.388.431;;;
1;4.072.170.005.235.600;-7.400.238.141.417.500;;;
2;4.072.028;-7.399.879;;;
1;4.076.086;-7.387.308;;;
2;40.804.038;-73.945.925;;;
1;40.832.164;-73.949.702;;;
1;406.938;-7.393.114;;;
2;40.693.261;-73.968.896;;;
2;40.814.469;-73.924.963;;;
0;4.065.458;-7.394.716;;;
2;40.754.818;-73.988.154;;;
0;40.823.872;-73.908.699;;;
5;4.076.087.502;-7.400.277.668;;;
2;4.071.978.635.452.820;-7.397.871.628.403.660;;;
2;4.066.852;-7.391.908;;;
1;40.854.788;-73.929.513;;;
3;40.759.107;-73.959.223;;;
0;4.082.123.860.172;-739.173.299.074.173;;;
1;408.006.721;-739.349;;;
2;4.070.684.203.101.320;-739.544.353.965.357;;;
1;4.083.173;-73.922.394;;;
0;40.815.484;-73.935.856;;;
2;40.718.389;-73.961.501;;;
5;40.702.997;-7.392.997;;;
3;407.098;-7.391.727;;;
1;4.074.841;-738.751;;;
1;4.087.995;-7.390.536;;;
0;40.850.535;-73.901.318;;;
0;4.076.344.058;-7.398.268.129;;;
0;40.867;-738.857.764;;;
2;4.076.341.379;-7.399.667.444;;;
0;407.519.071;-739.479.119;;;
1;40.662.564;-73.945.565;;;
3;407.639.089;-739.477.213;;;
1;4.084.004;-73.942.939;;;
0;4.067.955;-7.394.709;;;
0;4.072.583.996.792.370;-740.076.532.959.938;;;
2;4.071.484;-73.909;;;
1;40.827.075;-73.945.909;;;
1;4.085.472;-7.389.022;;;
0;4.067.202;-7.392.539;;;
1;4.075.370.225.419.110;-7.395.865.201.950.070;;;
3;40.861.915;-73.894.831;;;
3;408.029.263;-739.379;;;
3;408.660.052;-73.904.254.892;;;
0;4.072.521.311;-7.397.768.752;;;
0;4.074.288;-7.389.283;;;
1;4.069.610.226;-7.396.751.037;;;
2;4.072.854.745.023.940;-7.398.175.925.016.400;;;
0;40.862.562;-73.922.661;;;
3;4.071.334.184.275.900;-7.400.935.515.761.370;;;
0;4.074.646;-7.387.996;;;
3;4.069.757;-7.393.098;;;
2;4.086.156;-7.391.219;;;
3;4.075.323.098;-7.397.032.517;;;
2;4.076.156;-7.388.167;;;
3;4.069.760.127;-7.399.344.559;;;
3;4.087.387;-7.389.533;;;
2;406.750.705;-7.398.775.226;;;
1;4.073.577;-7.390.184;;;
5;4.071.167.351;-7.395.141.312;;;
1;40.660.906;-73.983.074;;;
0;40.693;-7.390.824;;;
2;4.071.602.118;-7.399.974.372;;;
3;40.824.811;-73.916.407;;;
0;4.070.863;-7.391.497;;;
1;407.396.139;-73.945.151;;;
1;4.066.481;-7.394.269;;;
2;4.070.877.084;-7.395.095.259;;;
2;40.855.331;-73.937.878;;;
4;4.073.912.601;-7.397.973.776;;;
5;4.075.724.567.911.720;-7.397.805.914.282.790;;;
0;40.770.888;-73.889.914;;;
1;4.066.127;-7.395.352;;;
0;4.070.076.308.326.150;-7.398.869.812.488.550;;;
5;407.904.828;-7.395.033.068;;;
0;4.067.363.551.341.500;-7.401.195.555.925.360;;;
2;40.775.415;-73.900.063;;;
0;406.747;-7.392.512;;;
1;408.649.213;-739.024.238;;;
0;40.659.945;-73.977.504;;;
1;406.686.627;-7.397.988.067;;;
0;4.068.018;-7.391.136;;;
2;4.076.013;-7.389.741;;;
1;40.817.802;-73.905.203;;;
1;40.699.304;-73.923.044;;;
0;40.697.842;-73.926.241;;;
5;40.795.508;-73.941.606;;;
2;407.682;-739.322.662;;;
0;4.081.695.971.032.460;-739.422.959.089.279;;;
0;407.208.736;-7.398.085.795;;;
2;4.070.029.511;-7.395.032.283;;;
0;4.076.800.889.305.940;-7.396.845.281.124.110;;;
1;4.073.866.345.465.300;-7.394.093.804.061.410;;;
1;406.630.619;-739.538.746;;;
2;407.564;-7.387.504;;;
3;40.816.355;-73.954.295;;;
1;40.702.753;-73.953.168;;;
3;407.003;-73.991.581;;;
1;4.071.798;-7.391.818;;;
0;408.038.654;-739.559.308;;;
6;407.435.337.324.616;-7.400.367.558.002.470;;;
0;4.065.563;-7.395.968;;;
0;40.706.732;-73.961.241;;;
1;4.072.655;-7.390.321;;;
0;4.064.575;-7.394.331;;;
3;4.072.155;-7.390.295;;;
1;40.686.722;-73.938.988;;;
2;40.820.578;-73.888.271;;;
0;4.074.336;-7.385.129;;;
1;408.535;-7.388.177;;;
1;4.074.638;-7.388.322;;;
0;4.067.853;-7.391.642;;;
4;40.689.888;-73.981.013;;;
0;40.645.921;-74.005.708;;;
3;4.076.584.941;-7.398.690.506;;;
7;407.612.274;-7.396.094.022;;;
2;40.654.144;-7.400.422;;;
1;406.794.327;-7.400.785.041;;;
2;4.072.082.834;-7.397.793.172;;;
1;4.084.522;-73.940.493;;;
0;4.074.578.861.252.210;-739.072.778.339.874;;;
3;4.069.400.964.865.990;-7.399.465.128.779.410;;;
3;40.760.083;-73.907.107;;;
1;407.675.487.799.971;-739.209.334.552.288;;;
2;4.071.429;-7.393.323;;;
0;40.848.177;-73.916.082;;;
2;4.084.311;-7.389.149;;;
2;4.084.301;-7.391.172;;;
4;4.085.157;-7.388.475;;;
2;4.079.558;-7.391.906;;;
0;4.074.825;-7.387.936;;;
4;4.070.539;-7.392.976;;;
2;406.942.715;-739.923.272;;;
1;4.064.507;-739.488;;;
0;4.072.486.122.254.810;-7.399.213.135.242.460;;;
4;4.075.462.324.029.100;-7.399.516.761.302.940;;;
8;4.072.615.604.980.400;-7.399.510.189.890.860;;;
0;4.082.831;-73.942.924;;;
1;4.072.708.584;-7.395.299.117;;;
6;406.794.388;-739.680.438;;;
2;40.824.013;-73.954.743;;;
2;4.075.863;-7.397.513;;;
0;4.074.751;-7.389.372;;;
0;4.074.325;-7.389.079;;;
0;4.072.419;-7.391.244;;;
7;4.071.625.008;-740.091.059;;;
1;4.073.224;-7.394.383;;;
1;40.679.043;-74.011.169;;;
5;4.073.275.887.045.080;-7.399.581.670.761.100;;;
0;4.086.788;-73.919.685;;;
0;4.072.019.521.437.460;-740.103.006.362.915;;;
2;40.834.468;-73.939.865;;;
1;40.709.267;-74.013.247;;;
2;4.071.427.487;-7.398.990.025;;;
2;4.074.966;-739.521;;;
0;408.067.581;-739.607.082;;;
6;4.072.951.496.224.940;-7.399.075.269.699.090;;;
3;4.072.299.208;-7.397.995.466;;;
1;4.067.923;-7.392.588;;;
0;40.855.653;-73.905.528;;;
5;4.072.453.734;-7.398.185.424;;;
0;4.075.776.935.448.300;-7.397.929.430.007.930;;;
6;4.074.172.351.097.470;-7.397.809.267.044.060;;;
3;406.763.947;-7.399.869.893;;;
1;4.075.186.951.421.870;-7.393.349.289.894.100;;;
0;4.074.462;-7.391.143;;;
1;4.085.168;-7.394.186;;;
4;4.074.275.382.865.900;-7.400.747.358.798.980;;;
2;406.809.833.854;-739.500.479.759;;;
0;4.074.278;-7.386.226;;;
2;4.075.500.254;-7.398.014.437;;;
1;408.120.562;-739.612.547;;;
1;4.068.012;-7.395.362;;;
0;407.485;-73.941.275;;;
1;40.690.434;-73.903.737;;;
0;4.083.130.549.267.290;-7.391.744.792.461.390;;;
0;4.069.714;-7.391.566;;;
6;4.077.748.046;-7.398.288.594;;;
2;4.075.172.632;-7.398.753.523;;;
5;40.668.127;-7.398.377.641;;;
1;4.067.818.387.977.640;-740.170.168.876.648;;;
5;4.078.585.105.291.380;-7.395.482.444.378.060;;;
3;40.802.554;-73.933.509;;;
1;40.658.489;-73.985.543;;;
2;4.073.303;-73.871;;;
11;40.706.410.755.236.100;-7.400.559.738.278.380;;;
6;40.844.811;-73.912.042;;;
0;4.072.158;-7.394.546;;;
2;406.703.837;-7.397.839.676;;;
0;4.087.471;-7.391.099;;;
1;4.075.516.719.072.130;-7.400.059.908.628.460;;;
1;4.068.858;-7.391.227;;;
3;408.114.323;-739.518.776;;;
0;407.027;-7.392.095;;;
3;40.858.498;-7.389.637;;;
0;4.087.144.520.687.110;-7.389.289.632.439.610;;;
1;4.075.301;-7.387.266;;;
0;4.066.131;-7.396.091;;;
0;40.639.859;-74.019.776;;;
0;4.076.399;-738.669;;;
0;4.076.768;-7.387.899;;;
0;4.071.032;-7.389.955;;;
1;4.064.621;-7.393.067;;;
2;408.011.939;-739.500.739;;;
2;4.071.247.661;-7.394.100.005;;;
1;4.066.939;-7.394.514;;;
1;4.078.339.981;-7.398.093.133;;;
0;40.676.513;-73.959.431;;;
4;40.711.863;-73.944.024;;;
0;4.071.766.197.083.990;-7.394.880.026.578.900;;;
4;407.577.284;-739.166.368;;;
2;4.087.812;-7.389.192;;;
1;408.109.494;-739.634;;;
0;4.074.944;-7.385.792;;;
2;40.823.732;-73.919.379;;;
3;40.763.954;-739.646;;;
1;407.779.453;-73.946.041;;;
3;40.835.798;-73.937.496;;;
3;4.065.230.357.303.060;-7.401.344.954.967.490;;;
0;4.067.524;-7.393.596;;;
0;4.069.502;-7.392.825;;;
3;4.079.017.948.095.080;-7.397.288.918.495.170;;;
2;4.069.795.031.569.540;-7.397.077.560.424.800;;;
1;40.825.244;-73.947.257;;;
2;4.075.053;-738.977;;;
1;40.850.036;-73.912.785;;;
3;4.085.556;-7.389.615;;;
3;4.075.929.124;-7.398.859.651;;;
2;4.071.782.143;-7.397.628.939;;;
0;40.819.823;-73.912.411;;;
14;4.079.249.519.495.110;-7.396.417.066.463.070;;;
2;40.727.243;-73.976.831;;;
1;4.086.814;-7.388.145;;;
1;4.065.794;-7.394.735;;;
0;408.740.704;-738.833.650.931;;;
1;4.073.466;-7.386.501;;;
2;406.739.411;-7.396.026;;;
0;40.633.385;-74.016.562;;;
0;40.807.347.437.082;-7.390.809.774.398.800;;;
0;40.724.055;-73.955.736;;;
4;40.823.168;-73.955.857;;;
3;4.084.234;-7.389.409;;;
0;40.749.207;-73.949.373;;;
2;40.822.756;-73.951.346;;;
2;40.649.145;-74.009.486;;;
0;407.713.937;-739.077.436;;;
1;4.088.417;-7.389.793;;;
4;406.804.836;-739.646.795;;;
1;406.793.307;-7.397.519.523;;;
0;406.783.563;-7.400.014.502;;;
1;406.814.598;-73.934.903;;;
2;4.069.385;-7.390.974;;;
4;40.732.647;-7.399.011;;;
1;4.067.767.534;-7.396.902.144;;;
1;40.814.383;-73.915.368;;;
2;40.761.865;-73.977.242;;;
0;4.083.899;-739.109;;;
7;40.809.619;-73.917.875;;;
1;40.649.037;-7.397.673;;;
0;4.087.139;-73.914.318;;;
1;4.071.929.301;-7.394.500.379;;;
3;4.072.335.597.960.790;-7.398.864.984.512.320;;;
2;40.708.323;-73.948.732;;;
1;406.535;-7.400.902;;;
3;40.700.119;-739.862;;;
6;4.070.717.936;-7.400.887.308;;;
2;40.717.318.403.855.700;-7.399.067.759.513.850;;;
0;4.066.811;-739.505;;;
3;40.848.467;-73.936.064;;;
2;4.071.076.228;-7.399.400.398;;;
1;40.834.857;-73.903.743;;;
3;4.070.555;-7.390.245;;;
0;4.068.273;-7.392.926;;;
2;4.074.345.335;-7.400.004.031;;;
3;407.606.597;-7.398.042.047;;;
1;4.075.201;-7.389.986;;;
1;4.070.068;-7.390.742;;;
4;407.158.155;-7.399.422.366;;;
7;4.074.317.449;-7.400.366.443;;;
9;407.239.567.849.954;-7.394.984.364.509.580;;;
0;4.066.591;-7.392.602;;;
1;4.066.124;-7.393.164;;;
1;4.067.890.679;-7.394.142.771;;;
1;4.072.906;-7.395.779;;;
2;4.069.296;-7.391.605;;;
2;4.075.022.392;-7.397.121.414;;;
1;4.069.991.755;-7.398.971.773;;;
4;4.072.740.794;-7.398.142.006;;;
0;4.074.582;-7.386.433;;;
1;406.746.957;-7.399.785.768;;;
0;4.074.373;-7.385.583;;;
7;4.076.030.096;-7.399.884.222;;;
0;4.072.577;-7.394.173;;;
2;4.086.874;-7.389.657;;;
0;406.991.049;-73.960.633.406;;;
4;4.065.182;-7.393.135;;;
8;4.072.953.837;-7.398.426.726;;;
0;407.261;-7.390.917;;;
0;4.064.521;-7.397.073;;;
11;40.745.686;-74.005.141;;;
1;4.070.886;-7.390.182;;;
0;40.666.168;-73.995.549;;;
2;40.839.312;-73.922.423;;;
1;40.802.692;-7.396.295;;;
1;4.071.301;-7.390.968;;;
1;407.471.482.490.328;-7.392.902.433.872.220;;;
3;4.069.573.398;-7.397.129.668;;;
0;4.072.249;-7.390.854;;;
0;4.077.977;-73.923.162;;;
1;4.066.992;-7.392.002;;;
0;4.074.891;-7.390.899;;;
2;40.821.967;-73.896.752;;;
1;4.073.937;-7.387.411;;;
3;4.070.463.334;-7.401.361.706;;;
1;4.087.704;-7.388.943;;;
1;4.075.404;-7.386.887;;;
2;4.070.157.340.873.790;-7.390.876.293.182.370;;;
2;40.655.278;-74.003.101;;;
2;407.949.879;-739.333.349;;;
0;4.067.261;-7.391.977;;;
1;4.087.002;-7.388.565;;;
4;40.725.819;-73.950.815;;;
3;40.714.211;-73.981.095;;;
3;4.084.089.603.193.040;-7.393.972.098.827.360;;;
1;4.068.989;-7.391.458;;;
1;407.934.337;-7.394.945.003;;;
1;40.839.142;-73.925.961;;;
2;4.068.737.247.650.710;-7.398.176.059.126.850;;;
0;407.659;-73.930.819;;;
1;4.076.873.687;-7.396.119.945;;;
0;407.424;-7.387.251;;;
3;40.736.502;-7.397.809.472;;;
1;40.755.763;-73.912.715;;;
2;40.766.368;-73.971.518;;;
1;40.831.327;-73.946.665;;;
2;40.849.955;-73.905.943;;;
3;40.770.513;-73.988.038;;;
1;40.823.498;-7.394.386;;;
2;4.072.368.361;-7.397.574.813;;;
0;4.087.156;-7.389.714;;;
1;4.073.649;-7.386.995;;;
3;4.072.084;-7.394.844;;;
1;4.069.811;-7.390.904;;;
0;40.827.305;-73.951.989;;;
7;40.868.846;-73.931.537;;;
3;4.076.350.532;-7.397.109.243;;;
2;4.073.716.919.369.880;-7.398.122.549.057.000;;;
3;40.864.632;-73.918.598;;;
2;407.987.859;-739.523;;;
4;4.068.705;-7.392.338;;;
3;40.847.798;-73.901.883;;;
1;40.804.168;-73.911.545;;;
3;4.071.307.916;-7.399.851.193;;;
0;4.085.014;-7.389.818;;;
5;4.073.232.194;-739.550.858;;;
0;4.077.114.812.219.010;-7.398.699.113.854.880;;;
1;40.700.003;-7.392.834;;;
1;4.072.580.614;-7.397.422.494;;;
3;40.821.111;-73.935.971;;;
2;4.082.895;-7.390.521;;;
1;407.787.185;-739.145.645;;;
0;4.071.638.031.973.560;-7.394.821.286.201.470;;;
1;40.849.629;-73.919.205;;;
3;407.781.314;-7.396.069.399;;;
0;407.047.177;-7.400.926.027;;;
1;40.850.121;-73.910.765;;;
1;4.086.932.465.640.090;-7.391.519.755.125.040;;;
0;40.785.994;-73.915.098;;;
1;40.867.357;-7.392.936;;;
1;4.087.069;-7.390.678;;;
0;4.069.047;-73.923.511;;;
1;4.066.219;-7.394.293;;;
3;4.071.688.538.495.360;-7.400.650.128.722.190;;;
8;4.073.153.937.464.070;-739.853.024.482.727;;;
1;40.668.603;-739.904.394;;;
0;406.904;-739.277;;;
0;4.075.574;-73.903.427;;;
1;40.827.212;-73.942.722;;;
2;406.849.894;-7.399.440.329;;;
2;4.072.917.025;-7.399.810.231;;;
1;4.074.984;-7.386.156;;;
0;4.073.676;-7.387.318;;;
1;406.705;-739.308;;;
0;40.863.211;-73.920.827;;;
1;406.756;-739.415;;;
3;406.716.493;-739.631.145;;;
0;40.808.442;-739.452.087;;;
2;40.848.793;-73.903.178;;;
1;4.066.035;-7.395.679;;;
2;4.087.119;-7.389.918;;;
1;40.707.174;-7.393.581;;;
1;4.069.517;-7.390.311;;;
5;40.738.046.142.482.700;-7.399.642.959.237.090;;;
3;40.805.631;-73.934.077;;;
15;40.756.403.523.272.400;-7.399.410.143.494.600;;;
2;40.743;-7.393.561;;;
3;40.783.956;-73.916.894;;;
2;406.765.304;-7.397.846.879;;;
1;4.068.917;-739.886;;;
3;40.722.055;-73.989.111;;;
1;4.075.473;-738.918;;;
0;4.076.894;-7.386.832;;;
3;4.066.514.681.533.790;-7.397.637.605.667.110;;;
2;407.437.524.099.784;-7.394.176.483.154.290;;;
1;4.074.501;-739.036;;;
0;4.088.435;-7.388.781;;;
2;4.085.322;-7.390.546;;;
1;4.079.904.139.288.290;-7.396.649.479.866.020;;;
4;40.777.507.027.547.900;-7.398.888.587.951.650;;;
1;4.065.007;-7.396.001;;;
0;4.065.592;-7.394.068;;;
7;4.073.020.660.529.950;-7.399.102.628.231.040;;;
5;4.067.077;-739.507;;;
1;4.084.649;-7.389.616;;;
5;40.835.775;-739.434;;;
0;4.068.415.748;-7.396.922.273;;;
0;4.066.314;-739.605.695;;;
1;40.857.994;-73.932.173;;;
1;40.705.517;-7.393.936;;;
4;4.086.295;-7.390.741;;;
1;4.087.869;-7.389.862;;;
0;4.074.334;-7.389.903;;;
0;4.074.069.317.733.040;-7.398.160.636.425.010;;;
3;406.823.687;-73.944.118;;;
3;40.710.888;-73.968.329;;;
2;407.160.751;-73.952.029;;;
2;4.088.324;-7.390.587;;;
1;406.786.115;-7.399.037.292;;;
1;4.076.370.739;-739.851.615;;;
2;4.076.466;-7.388.803;;;
6;4.071.559.509;-739.870.295;;;
1;40.830.702;-73.936.371;;;
2;406.763.744;-7.400.324.957;;;
0;4.065.302;-7.394.599;;;
0;4.085.466;-739.015;;;
3;4.070.413;-7.390.737;;;
3;4.074.311.555.376.480;-7.398.215.353.488.920;;;
3;4.069.681.963;-7.393.756.926;;;
0;4.077.391.390.238.110;-739.543.953.537.941;;;
1;4.073.223.272;-7.398.889.957;;;
2;4.066.403;-7.394.769;;;
1;4.075.513.557;-7.398.658.032;;;
0;4.074.021.356.884.920;-7.393.537.044.525.140;;;
3;4.078.476;-73.969.862;;;
0;406.750.207;-7.397.111.473;;;
2;408.190.344;-73.956.156;;;
5;4.076.302.594.280.510;-7.397.209.525.108.330;;;
2;4.072.036.775.298.450;-7.396.165.072.917.930;;;
0;4.082.713.380.423.550;-739.227.358.996.868;;;
2;4.071.401;-7.392.793;;;
1;406.919.925.157.634;-739.325.501.024.723;;;
2;4.069.128.258;-739.452.416;;;
5;40.735.445;-7.399.431;;;
0;4.069.671;-7.392.807;;;
1;4.069.055;-7.391.181;;;
3;40.865.364;-7.392.791;;;
3;4.070.706.456;-7.400.731.853;;;
2;4.066.598;-739.284;;;
1;4.070.389;-7.389.116;;;
2;4.084.552;-7.391.722;;;
