num_bikes_available;num_ebikes_available;station_id;legacy_id;num_docks_available;is_installed;num_docks_disabled;num_bikes_disabled;name;has_kiosk;lat;lon;capacity_original;zipCode;capacity_zip_sum;
18;1;6076e321-85d8-4e0e-ae18-86bb8cbbda1b;4492;2;1;0;1;Featherbed Ln & Jerome Ave;True;40.845.505;-73.914.311;21;10452;570;
19;11;1,86975E+18;1,86975E+18;0;1;0;0;E 179 St & Daly Ave;True;4.084.335;-7.388.247;19;10460;399;
4;2;66dd546c-0aca-11e7-82f6-3863bb44ef7c;3179;15;1;1;3;Park Ave & Marcus Garvey Blvd;True;40.698.617;-73.941.342;23;11206;831;
1;0;844c68cc-19f0-474a-86d3-4af170117aae;4614;20;1;0;0;Grand Concourse & E Mosholu Pkwy S;True;40.877.964;-738.847.550.291;21;10458;772;
0;0;d3433b47-99a7-4b21-9fa7-d7052bb5c23b;4190;16;1;0;3;Walton Ave & E 171 St;True;40.840.683;-73.915.073;19;10452;570;
14;9;ca4795a2-6ab3-4597-bf59-f0155ac1637c;4701;51;1;0;4;Ave A & E 11 St;True;4.072.854.745.023.940;-7.398.175.925.016.400;69;10009;1560;
10;5;66dcc30b-0aca-11e7-82f6-3863bb44ef7c;3054;8;1;0;1;Greene Ave & Throop Ave;True;406.894.932;-73.942.061;19;11221;906;
6;3;d34f2271-10ee-40c3-a93a-09df58860512;4848;11;1;0;0;61 St & 60 Ln;True;4.070.055;-738.943;18;11385;909;
31;10;66dc7cc3-0aca-11e7-82f6-3863bb44ef7c;513;8;1;0;2;W 56 St & 10 Ave;True;40.768.254;-73.988.639;43;10019;1746;
28;3;66de10a8-0aca-11e7-82f6-3863bb44ef7c;3338;3;1;0;0;2 Ave & E 99 St;True;407.862.586;-7.394.552.579;31;10029;639;
4;2;3c135a2e-eeea-4e81-9c0a-8d14a6049198;5038;16;1;0;0;Bedford Ave & Fenimore St;True;4.065.815;-7.395.674;20;11225;718;
22;11;632b140c-65de-4f50-9cc2-c001ae011aea;3815;12;1;1;6;E 51 St & 2 Ave;True;40.755.293;-73.967.641;41;10022;791;
19;1;1,78638E+18;1,78638E+18;6;1;2;4;Norman Ave & Leonard St;True;40.725.819;-73.950.815;31;11222;1314;
21;0;1,839E+18;1,839E+18;0;1;0;0;Winthrop St & Schenectady Ave;True;406.582;-739.338;21;11203;742;
9;1;1,86019E+18;1,86019E+18;16;1;0;0;Park Ave & E 179 St;True;4.085.014;-7.389.818;25;10457;836;
49;29;8d097a6d-f17c-4195-9dd4-42527b371c71;4044;10;1;2;5;8 Ave & W 38 St;True;4.075.461;-7.399.177;65;10018;841;
22;6;66db44e5-0aca-11e7-82f6-3863bb44ef7c;261;19;1;0;0;Johnson St & Gold St;True;4.069.474.881;-7.398.362.464;41;11201;2201;
20;5;66de0933-0aca-11e7-82f6-3863bb44ef7c;3327;3;1;0;3;3 Ave & E 100 St;True;407.877.214;-7.394.728.331;27;10029;639;
2;1;b608193c-46ae-4b61-9e7a-4671e7c3b96e;4204;14;1;0;4;E 167 St & Bryant Ave;True;40.826.706;-73.888.719;20;10459;482;
25;2;66dbc60f-0aca-11e7-82f6-3863bb44ef7c;353;1;1;0;1;S Portland Ave & Hanson Pl;True;4.068.539.567;-7.397.431.458;27;11217;885;
2;1;1,84609E+18;1,84609E+18;16;1;0;2;Forley St & Lamont Ave;True;4.074.463;-7.387.386;21;11373;769;
10;9;1,86168E+18;1,86168E+18;15;1;0;0;Sedgwick Ave & Hillman Ave;True;4.088.224;-7.389.136;25;10463;446;
10;7;fda0c217-9504-4b26-8a25-e40b603ee5fa;4088;4;1;0;5;Nelson Ave & W 172 St;True;40.843.965;-73.920.999;20;10452;570;
16;4;1,86168E+18;1,86168E+18;2;1;0;1;Bailey Ave & W 238 St;True;4.088.417;-7.389.793;19;10463;446;
3;2;47bcbcc1-9241-4e65-99f1-07c15543be1b;3789;25;1;0;3;Fulton St & Irving Pl;True;4.068.186;-73.959.432;31;11238;906;
20;4;66dbf4ac-0aca-11e7-82f6-3863bb44ef7c;411;23;1;0;1;E 6 St & Ave D;True;4.072.228.087;-7.397.668.709;45;10009;1560;
2;1;901cab1a-a77e-424e-b602-16883e792f93;4954;17;1;0;0;Pacific St & Ralph Ave;True;4.067.607;-7.392.171;19;11233;877;
15;3;bbaae5d3-7e2b-46a8-872e-152404c664f7;4270;10;1;0;2;62 St & Northern Blvd;True;40.754.176;-73.900.318;27;11377;1095;
15;0;1,86944E+18;1,86944E+18;8;1;0;0;Wallabout St & Kent Ave;True;406.991.049;-73.960.633.406;23;11249;722;
7;0;8fa2fafb-fa07-48b2-b159-bffbea7176d4;5073;11;1;0;2;Seneca Ave & Decatur St;True;4.069.723;-7.389.811;20;11385;909;
10;8;04d557d6-6bc3-4244-b0f1-81ed1449ccd6;4580;6;1;0;3;Goulden Ave & W 205 St;True;4.087.812;-7.389.192;19;10468;708;
4;2;66dcf0b3-0aca-11e7-82f6-3863bb44ef7c;3081;22;1;0;4;Graham Ave & Grand St;True;40.711.863;-73.944.024;29;11211;967;
14;9;4d79bdb9-7c35-4d35-9f6e-3c1b849c453a;3538;29;1;1;1;W 110 St & Amsterdam Ave;True;40.802.692;-7.396.295;45;10025;806;
62;0;66de5613-0aca-11e7-82f6-3863bb44ef7c;3410;9;1;0;6;Dean St & Hoyt St;True;406.864.442;-7.398.759.104;77;11217;885;
5;3;e4645d0d-8b76-4c46-b2b9-be25592e0659;3597;17;1;0;2;43 St & Broadway;True;407.577.284;-739.166.368;25;11103;436;
12;1;d7d297fd-36dc-42f2-8e3b-24b1003be874;4325;7;1;0;0;21 Ave & 80 St;True;40.770.888;-73.889.914;19;11370;481;
8;3;66dcfaf6-0aca-11e7-82f6-3863bb44ef7c;3088;9;1;0;1;Union Ave & Jackson St;True;407.160.751;-73.952.029;19;11211;967;
2;1;88ee054e-bdeb-4305-8f3b-76eb964f2c84;3903;14;1;0;1;Jefferson Ave & Evergreen Ave;True;4.068.989;-7.391.458;17;11221;906;
33;21;2f656bc4-7743-4326-8330-a22bd41d9d17;4045;4;1;0;2;West End Ave & W 60 St;True;4.077.237;-7.399.005;39;10023;683;
3;0;4281e975-6bc2-483f-9e4a-f7c09b67ed28;4747;14;1;0;2;Van Dam St & Greenpoint Ave;True;4.073.443.564.069.450;-7.393.790.781.497.950;19;11101;1806;
3;0;4034789e-b70d-4aae-bf18-3ed37a4d751f;4276;16;1;0;0;20 Ave & Shore Blvd;True;40.785.994;-73.915.098;19;11105;731;
7;2;9c147c77-11da-4d0b-8a21-a8042ec8031b;5039;9;1;0;4;Bedford Ave & Clarkson Ave;True;4.065.519;-739.564;20;11226;713;
2;0;344b52b0-73a9-4fe3-9132-23d0502dc0ae;4071;14;1;0;6;Broadway & W 160 St;True;40.835.775;-739.434;22;10032;512;
21;0;66dde914-0aca-11e7-82f6-3863bb44ef7c;3303;12;1;0;2;Butler St & Court St;True;406.849.894;-7.399.440.329;35;11231;986;
6;1;3d339282-d5c7-41ec-b634-6a988aefd440;4164;13;1;0;1;E 174 St & Longfellow Ave;True;40.836.274;-73.884.308;20;10460;399;
29;17;66dc18c2-0aca-11e7-82f6-3863bb44ef7c;442;39;1;0;7;W 27 St & 7 Ave;True;40.746.647;-73.993.915;75;10001;1144;
3;1;1d130e43-0408-4423-bb52-77a08372cefa;4617;20;1;0;3;5 Ave & W 126 St;True;4.080.722;-739.418;27;10027;668;
14;0;1,82897E+18;1,82897E+18;3;1;0;2;81 St & 24 Ave;True;4.076.466;-7.388.803;19;11370;481;
3;1;1,82897E+18;1,82897E+18;16;1;0;0;32 Ave & 81 St;True;4.075.763;-7.388.682;19;11370;481;
15;9;9d95a4a9-bcfe-4189-bb7d-abd9992ecbaf;3592;1;1;0;2;Crescent St & Broadway;True;407.633.589;-739.286.471;19;11106;571;
17;7;66db2fd0-0aca-11e7-82f6-3863bb44ef7c;151;14;1;0;1;Cleveland Pl & Spring St;True;40.722.103.786.686.000;-7.399.724.900.722.500;33;10012;719;
4;2;1,88544E+18;1,88544E+18;18;1;0;0;Grand Concourse & E 176 St;True;4.084.761;-7.390.745;22;10457;836;
1;0;1,82897E+18;1,82897E+18;29;1;0;0;84 St & Roosevelt Ave;True;4.074.797;-7.388.204;30;11372;601;
10;0;7bdd60e9-c0fd-40f6-aa9a-d5fa004d4fe3;4347;6;1;0;5;21 St & 4 Ave;True;40.662.584;-73.995.554;21;11232;613;
14;0;66de867e-0aca-11e7-82f6-3863bb44ef7c;3436;15;1;0;6;Greenwich St & Hubert St;True;40.721.319;-74.010.065;35;10013;1239;
19;8;66de2556-0aca-11e7-82f6-3863bb44ef7c;3372;54;1;0;5;E 74 St & 1 Ave;True;407.689.738;-7.395.482.273;79;10021;443;
9;1;44a80c48-c1a9-4ff1-92eb-6bf8be492f5e;5012;13;1;1;0;Park Pl & Thomas S. Boyland St;True;4.067.154;-7.391.433;23;11233;877;
17;3;62089e99-7f73-4f59-816d-57f9793484a1;5059;2;1;0;3;Lincoln Rd & Ocean Ave;True;406.605;-739.626;23;11225;718;
2;0;66dce5c9-0aca-11e7-82f6-3863bb44ef7c;3071;13;1;0;2;Boerum St & Broadway;True;4.070.538.077;-7.394.976.519;19;11206;831;
1;0;f91170e6-a33c-4870-94da-9d51510515d2;4192;16;1;0;2;Prospect Ave & E 167 St;True;40.826.303;-73.898.751;19;10459;482;
1;0;1,83807E+18;1,83807E+18;22;1;0;0;34 Ave & 108 St;True;4.075.614;-7.386.084;23;11368;996;
3;1;1,84568E+18;1,84568E+18;21;1;0;0;E 38 St & Church Ave;True;4.065.106;-7.394.193;24;11203;742;
2;2;61bc2467-aa8c-4386-ba9e-3f01120bd6b8;4069;19;1;0;2;Cabrini Blvd & W 177 St;True;40.848.282;-73.941.343;24;10032;512;
3;1;d7bdc3d7-6e6d-4899-9cc7-f4238a86c695;4260;18;1;0;2;43 St & 23 Ave;True;40.769.673;-73.906.018;23;11105;731;
9;1;f15ccc6e-5a7c-46e7-b505-0bfc9cae3d83;3649;17;1;0;4;W 129 St & Convent Ave;True;40.814.394.437.915.800;-7.395.324.736.833.570;30;10027;668;
4;0;1,852E+18;1,852E+18;20;1;0;0;Church Ave & E 45 St;True;4.065.159;-7.393.535;24;11203;742;
2;1;1b985e4b-88de-42a8-95be-dce37dbbc5c5;4882;19;1;0;2;Walton Ave & E 176 St;True;4.084.833;-7.390.971;23;10453;633;
9;4;e3e6105e-eaa2-43c5-badb-fb8592ad7227;4284;16;1;0;0;43 St & 35 Ave;True;40.754.139;-73.919.543;25;11101;1806;
35;25;b0cc08dc-e7dd-48d1-8901-ba496f3ff2f5;3697;4;1;0;3;W 64 St & Thelonious Monk Circle;True;4.077.515.953.434.230;-7.398.918.695.747.850;43;10023;683;
8;4;1,85677E+18;1,85677E+18;18;1;0;1;34 Ave & 89 St;True;4.075.437;-7.387.833;27;11372;601;
12;9;e8a6c13b-1f6e-4e6b-bdf8-9b0e597e4a62;3894;14;1;1;9;8 Ave & W 16 St;True;40.740.983;-74.001.702;36;10011;1628;
9;9;623c9658-5544-4254-847e-738763cf45a3;4765;9;1;0;1;36 St & 47 Ave;True;4.074.221.834.996.090;-7.392.935.156.822.200;19;11101;1806;
5;2;18846fd4-877c-4971-9b6f-1bd8fbc10346;4768;16;1;0;0;36 St & Hunters Point Ave;True;4.073.781.699.881.190;-7.393.024.072.051.040;21;11101;1806;
6;6;305c221f-4e0b-4a5a-902c-3d1043dfe606;3598;13;1;0;0;Newton Rd & 44 St;True;407.595.701;-739.142.678;19;11103;436;
4;0;3c6c0d12-80dd-4c49-b7c5-e3549588b8cf;4502;23;1;0;0;W 218 St & Broadway;True;4.087.139;-73.914.318;27;10034;408;
20;0;141eb0e0-e78d-411a-a0be-202a6424cc93;4222;5;1;0;2;River Ave & E 151 St;True;40.822.217;-73.928.939;27;10451;645;
3;1;7603028c-8b04-4918-8a25-a087ce57aea4;3848;23;1;1;5;Suydam St & Broadway;True;4.069.544;-7.393.223;32;11221;906;
15;1;de6f4206-3aa9-4cb9-aae0-8547d2cd6854;3769;7;1;0;1;White St & Johnson Ave;True;40.707.174;-7.393.581;23;11206;831;
0;0;a3e2b360-f050-48ea-b8c8-57d897b8f7fc;3883;0;0;0;0;Harman St & Seneca Ave;True;4.070.577;-7.391.292;19;11385;909;
0;0;67f60e7e-397a-4e47-b7f9-d10bd67133b3;4073;32;1;0;1;W 51 St & Rockefeller Plaza;True;4.075.973.805.251.140;-7.397.811.613.976.950;33;10104;33;
21;2;1,81597E+18;1,81597E+18;1;1;0;0;Brooklyn Ave & Snyder Ave;True;4.064.915;-7.394.368;22;11203;742;
37;24;66dd448f-0aca-11e7-82f6-3863bb44ef7c;3145;5;1;0;2;E 84 St & Park Ave;True;4.077.862.688;-7.395.772.073;45;10028;392;
72;45;2c321ea3-e1dd-4d32-be70-bd158fe1f568;4238;2;1;0;4;W 44 St & 11 Ave;True;40.762.009;-73.996.975;79;10036;966;
7;3;ad41e353-033e-484f-8d76-78014e11e9d7;3892;11;1;0;0;38 Ave & 29 St;True;4.075.473;-7.393.367;19;11101;1806;
14;1;66ddeffd-0aca-11e7-82f6-3863bb44ef7c;3319;6;1;0;1;14 St & 5 Ave;True;40.666.287;-7.398.895.053;21;11215;1088;
6;3;a58ff2e3-a5ae-4070-a26d-ddfe8cc6fc58;4788;18;1;0;1;Greenpoint Ave & 47 St;True;407.424;-7.391.808;25;11377;1095;
16;6;9ea2afff-a146-4824-89b6-39d5bdfac795;4868;5;1;0;0;Grand Ave & Remsen Pl;True;4.072.353;-7.389.967;21;11378;497;
8;3;8b1222da-612f-4482-ab34-9467c4ed28e3;3937;13;1;0;2;E 135 St & St Ann's Ave;True;40.805.089;-73.918.889;23;10454;437;
18;0;55fda28d-56a8-4db2-b42a-072714f18471;5049;0;1;0;0;Schenectady Ave & Maple St;True;4.066.178;-7.393.445;19;11203;742;
2;2;66dc4b4c-0aca-11e7-82f6-3863bb44ef7c;485;54;1;0;1;W 37 St & 5 Ave;True;4.075.038.009;-7.398.338.988;60;10018;841;
6;1;ad17bd9a-735b-4a11-8ad3-dc7800e342af;4038;27;1;2;1;Southpoint Park;True;4.075.370.225.419.110;-7.395.865.201.950.070;36;10044;111;
14;2;66de482a-0aca-11e7-82f6-3863bb44ef7c;3393;5;1;0;0;Richards St & Delavan St;True;406.794.327;-7.400.785.041;19;11231;986;
9;0;d7632897-a6eb-4f8f-9ab2-c66426620fbf;3940;5;1;0;2;E 134 St & Walnut Ave;True;40.800.425;-73.911.034;16;10454;437;
10;1;1,79147E+18;1,79147E+18;9;1;0;0;57 St & Woodside Ave;True;4.074.578.861.252.210;-739.072.778.339.874;19;11377;1095;
19;0;1,88064E+18;1,88064E+18;6;1;0;0;49 Ave & 27 St;True;4.074.113;-73.942.518;25;11101;1806;
13;1;66dea596-0aca-11e7-82f6-3863bb44ef7c;3454;9;1;0;1;Leonard St & Maujer St;True;407.103.685.423.523;-7.394.705.951.213.830;24;11206;831;
7;1;28be450b-7878-4495-add2-61afd94f375a;4324;10;1;0;2;Ditmars Blvd & 73 St;True;4.076.817;-73.896.293;19;11370;481;
11;0;1,82897E+18;1,82897E+18;8;1;0;0;72 St & Northern Blvd;True;4.075.473;-7.389.458;19;11370;481;
18;5;e780c290-0c52-4ab1-9719-a581be789df3;3989;2;1;0;2;Willis Ave & E 137 St;True;40.808.384;-73.923.604;22;10454;437;
7;3;2576805f-9732-4c74-8f1d-57715e8cdfa2;3864;23;1;0;0;Central Ave & Covert St;True;4.068.929;-7.390.951;30;11207;318;
19;2;36edabac-a0c2-471b-abaf-73fdb53a4e5f;5057;1;1;0;1;Cypress Ave & St Felix Ave;True;4.069.559;-7.389.927;21;11385;909;
14;3;66db34fc-0aca-11e7-82f6-3863bb44ef7c;174;15;1;3;1;E 25 St & 1 Ave;True;407.381.765;-7.397.738.662;35;10016;1219;
10;4;550153a5-2ea1-4c76-b1cd-77667005f55d;3532;15;1;0;2;Ditmars Blvd & 19 St;True;4.078.145;-739.183.302;27;11105;731;
2;0;c0c6a931-c1d3-4202-a433-c4127a4cd846;4203;15;1;0;3;Westchester Ave & Southern Blvd;True;40.824.956;-73.891.677;21;10459;482;
27;0;66db2afe-0aca-11e7-82f6-3863bb44ef7c;128;3;1;0;2;MacDougal St & Prince St;True;4.072.710.258;-7.400.297.088;32;10014;1252;
34;27;66dd41ef-0aca-11e7-82f6-3863bb44ef7c;3139;6;1;0;3;E 72 St & Park Ave;True;4.077.118.287.540.650;-7.396.409.422.159.190;43;10021;443;
0;0;1,8149E+18;1,8149E+18;21;1;0;2;Linden Blvd & Nostrand Ave;True;4.065.272;-7.394.994;23;11226;713;
7;4;6a9b19e3-cd69-4e0c-9b28-1889db936c7c;4286;12;1;0;0;58 St & 32 Ave;True;4.075.574;-73.903.427;19;11377;1095;
20;5;1,84609E+18;1,84609E+18;1;1;0;0;100 St & Lewis Ave;True;4.073.988;-7.386.012;21;11368;996;
17;3;e0b80983-c520-47e3-9c8d-a17fff5e5582;4099;1;1;0;3;E 169 St & Webster Ave;True;40.834.015;-73.908.863;21;10456;607;
32;19;66dd4b2b-0aca-11e7-82f6-3863bb44ef7c;3161;15;1;0;4;W 76 St & Columbus Ave;True;407.801.839.724.239;-7.397.728.532.552.710;51;10023;683;
1;1;f001fac9-5f19-451e-a752-afde574a8c81;4610;17;1;0;1;Paul Ave & Mosholu Pkwy;True;408.802.945;-738.860.653.648;19;10468;708;
11;5;66dcbbfe-0aca-11e7-82f6-3863bb44ef7c;3046;2;1;0;5;Marcus Garvey Blvd & Macon St;True;40.682.601;-73.938.037;19;11216;583;
1;0;1,85454E+18;1,85454E+18;20;1;0;1;104 St & 32 Ave;True;4.075.951;-7.386.491;22;11369;564;
7;6;66dbb869-0aca-11e7-82f6-3863bb44ef7c;344;12;1;0;4;Monroe St & Bedford Ave;True;406.851.443;-7.395.380.904;23;11216;583;
5;2;96878d29-481d-48dc-bcdc-a5f1ce88c76d;4894;14;1;0;1;Macon St & Lewis Ave;True;4.068.282;-7.393.488;20;11233;877;
14;3;1,86019E+18;1,86019E+18;4;1;0;3;E 180 St & Monterey Ave;True;4.085.025;-7.389.301;21;10457;836;
15;5;1,84609E+18;1,84609E+18;7;1;0;1;103 St & 41 Ave;True;4.074.875;-7.386.285;23;11368;996;
85;40;66dc1beb-0aca-11e7-82f6-3863bb44ef7c;445;14;1;1;6;E 10 St & Ave A;True;4.072.740.794;-7.398.142.006;107;10009;1560;
20;1;1,86019E+18;1,86019E+18;0;1;0;4;Park Ave & E Tremont Ave;True;4.084.731;-7.389.981;24;10457;836;
3;2;66db63f4-0aca-11e7-82f6-3863bb44ef7c;289;11;1;1;4;Monroe St & Classon Ave;True;406.845.683;-7.395.881.081;19;11238;906;
16;3;66de2b97-0aca-11e7-82f6-3863bb44ef7c;3382;20;1;1;4;Carroll St & Smith St;True;40.680.611;-7.399.475.825;41;11231;986;
56;0;66db2db5-0aca-11e7-82f6-3863bb44ef7c;144;1;1;0;1;Nassau St & Navy St;True;4.069.839.895;-7.398.068.914;58;11201;2201;
16;5;6f21be51-6fde-4cde-b1db-b102a5f67300;3975;4;1;0;1;Brook Ave & E 157 St;True;40.820.713;-73.911.759;21;10451;645;
4;2;ccfa8b82-07a7-4a08-88fc-be261c30a4ca;3987;19;1;0;0;E 149 St & Jackson Ave;True;40.813.135;-73.909.235;23;10455;464;
3;1;1,81597E+18;1,81597E+18;18;1;0;1;Tilden Ave & Nostrand Ave;True;4.064.683;-7.394.933;22;11226;713;
3;1;5736cd70-be41-483e-8d82-721874f40e6e;4925;16;1;0;0;Albany Ave & Park Pl;True;4.067.297;-7.393.896;20;11213;698;
22;0;a1acdab2-29c7-4956-8b2e-24b39dc2ff13;4981;12;1;1;5;Schermerhorn St & Hoyt St;True;406.886.263;-739.851.911;40;11217;885;
26;0;66db69d0-0aca-11e7-82f6-3863bb44ef7c;298;2;1;1;5;3 Ave & Schermerhorn St;True;4.068.683.208;-739.796.772;35;11217;885;
6;3;66dce567-0aca-11e7-82f6-3863bb44ef7c;3070;13;1;2;2;McKibbin St & Manhattan Ave;True;4.070.510.918;-7.394.407.279;23;11206;831;
4;3;122111c9-9a61-4372-a756-fb2495611cb6;4756;16;1;0;1;7 Ave & 17 St;True;4.066.093.779.493.160;-7.398.680.448.532.100;21;11215;1088;
18;2;0a5fac5b-4184-4716-b626-de9972705ea6;5079;6;1;0;0;E 117 St & 1 Ave;True;4.079.656.826.080.290;-7.393.459.528.684.610;24;10035;556;
7;2;d9ea5210-50b3-4342-9801-f896bd21f4a1;4638;15;1;0;1;Bainbridge Ave & E 198 St;True;408.684.871;-738.884.559.781;23;10458;772;
0;0;9092515e-eef6-478f-910f-1cd19d06bebb;3831;33;1;0;1;Broadway & Hancock St;True;4.068.663;-739.168;35;11221;906;
25;0;0109f17a-2378-4500-9648-88bdb31ec612;5011;7;1;0;3;Degraw St & 3 Ave;True;4.067.977;-739.847;35;11217;885;
11;0;fe93b3ae-1d86-4ee9-9eb6-9e11808966aa;3614;8;1;0;3;Crescent St & 30 Ave;True;40.768.692;-739.249.574;23;11102;414;
13;2;1,89918E+18;1,89918E+18;13;1;0;1;Borden Ave & 25 St;True;407.396.139;-73.945.151;27;11101;1806;
17;0;1,82897E+18;1,82897E+18;1;1;0;1;25 Ave & 85 St;True;4.076.328;-7.388.404;19;11369;564;
14;2;66dbf518-0aca-11e7-82f6-3863bb44ef7c;412;11;1;0;4;Forsyth St & Canal St;True;407.158.155;-7.399.422.366;29;10002;1558;
1;0;b506be9e-45d3-43d1-a262-27d8fa91e974;3516;27;1;1;1;31 St & Astoria Blvd;True;407.699.176;-739.184.057;31;11102;414;
24;0;d5d589e6-457f-4cd4-bf78-59165dce28b2;3778;3;1;0;0;Irving Ave & DeKalb Ave;True;407.027;-7.392.095;27;11237;593;
2;0;1,84124E+18;1,84124E+18;18;1;0;0;72 St & Broadway;True;4.074.751;-7.389.372;20;11372;601;
1;1;66dc21d4-0aca-11e7-82f6-3863bb44ef7c;456;47;1;1;2;E 53 St & Madison Ave;True;407.597.108;-7.397.402.311;51;10022;791;
21;2;4dcff9e7-7cb6-4d3d-ad67-c2e4c05933d3;4745;2;1;0;0;E 156 St & Courtlandt Ave;True;4.082.123.860.172;-739.173.299.074.173;23;10451;645;
40;10;18fcd2c1-dc8b-4a52-9f18-e9b9003bbea5;3690;10;1;2;4;Park Pl & Church St;True;4.071.334.184.275.900;-7.400.935.515.761.370;54;10007;547;
4;3;625711ba-3b5d-46a7-a8f9-7f4eb17ec1be;3499;19;1;0;1;2 Ave & E 122 St;True;408.006.721;-739.349;25;10035;556;
58;2;66dbe848-0aca-11e7-82f6-3863bb44ef7c;386;57;1;0;5;Centre St & Worth St;True;4.071.494.807;-7.400.234.482;120;10007;547;
9;5;062ffe5a-aa91-412d-8210-23d562c7e7f8;4819;10;1;0;0;72 St & Woodside Ave;True;4.074.288;-7.389.283;19;11377;1095;
0;0;821b19c1-ab13-4482-9580-770288a377a7;4058;41;1;0;2;Madison Ave & E 51 St;True;4.075.863;-7.397.513;43;10022;791;
14;1;1,86127E+18;1,86127E+18;6;1;0;3;DeKalb Ave & S Portland Ave;True;4.068.967.018.552.250;-7.397.527.355.121.370;23;11217;885;
1;1;26176e86-8362-4c91-a693-6aa3f9ce0b73;3673;15;1;0;4;Dean St & Franklin Ave;True;4.067.759.206.937.370;-73.955.637.216.568;21;11238;906;
8;3;66dcc5ca-0aca-11e7-82f6-3863bb44ef7c;3058;12;1;1;2;Lewis Ave & Kosciuszko St;True;4.069.237.074;-7.393.705.428;24;11221;906;
1;1;4c3b6e25-b0c2-4a3f-b07e-cd60cd1b0ac0;4498;17;1;0;1;Anthony Ave & E Tremont Ave;True;40.848.793;-73.903.178;20;10457;836;
13;2;0f536c08-dde3-40af-a66d-1fe1e7edecd2;4081;7;1;0;1;Gerard Ave & E 165 St;True;4.083.173;-73.922.394;21;10452;570;
11;3;dfad8e49-7e1b-4376-90b4-7a449319f294;4783;11;1;0;0;48 St & Skillman Ave;True;4.074.622.874.694.190;-7.391.616.314.649.580;22;11104;289;
2;2;e5b2a7ce-d867-465b-8446-743e00617068;4789;17;1;0;1;47 Ave & 48 St;True;4.074.086;-7.391.708;20;11377;1095;
7;0;1b22c037-207d-454a-90aa-8f22d0a8a7e3;4011;9;1;0;7;Westchester Ave & Jackson Ave;True;40.816.124;-73.908.116;25;10455;464;
1;0;f4f9a09c-010c-430c-a766-3390c44b4962;4563;18;1;0;1;Bainbridge Ave & E 196 St;True;4.086.648;-7.389.042;20;10458;772;
0;0;b4063b76-1abd-465c-96a4-45f6ee016bc5;4608;19;1;0;0;Grand Concourse & E 205 St;True;40.875.531;-738.863.864.831;19;10468;708;
17;5;23bc4d9b-1ec2-45fb-9228-e41517346b24;4444;3;1;0;0;Academy St & Nagle Ave;True;40.862.562;-73.922.661;20;10034;408;
3;3;1,83525E+18;1,83525E+18;16;1;0;1;Ditmars Blvd & 94 St;True;407.702;-7.387.587;20;11369;564;
39;3;c2800791-1911-4f2b-8fc7-bed280c557c0;4875;3;1;0;3;Church St & Worth St;True;4.071.688.538.495.360;-7.400.650.128.722.190;45;10013;1239;
6;3;66dde8ac-0aca-11e7-82f6-3863bb44ef7c;3302;33;1;0;1;Columbus Ave & W 103 St;True;407.969.347;-739.643.412.291;40;10025;806;
14;14;95478d78-5e48-44e3-8f95-c63ee31451a9;4676;75;1;0;2;E 41 St & Madison Ave (SE corner);True;40.752.049;-73.979.635;92;10017;807;
33;9;063e7e78-b810-4a2f-8045-a82a0d69d752;4695;9;1;0;4;Orchard St & Grand St;True;40.717.318.403.855.700;-7.399.067.759.513.850;45;10002;1558;
14;2;66dea674-0aca-11e7-82f6-3863bb44ef7c;3456;8;1;0;0;Jackson St & Leonard St;True;4.071.638.031.973.560;-7.394.821.286.201.470;22;11211;967;
34;5;3863f086-ae35-4d0e-8c91-2b6e3e5827a1;3727;4;1;0;0;Frost St & Meeker Ave;True;4.071.766.197.083.990;-7.394.880.026.578.900;38;11211;967;
11;8;956e9f8d-d23a-4a0e-bf28-84180e818af7;5000;16;1;0;0;Classon Ave & St Marks Ave;True;40.676.513;-73.959.431;27;11238;906;
12;1;1aa5c287-0f0d-4697-ba4b-4f2daa6b2adf;3497;11;1;0;0;Pleasant Ave & E 116 St;True;407.949.879;-739.333.349;23;10029;639;
32;18;66dc76cd-0aca-11e7-82f6-3863bb44ef7c;502;1;1;1;2;Henry St & Grand St;True;40.714.211;-73.981.095;36;10002;1558;
15;7;94f77501-32e5-4539-90c6-82d4198f7991;4595;8;1;1;0;Henry St & Remsen St;True;4.069.400.964.865.990;-7.399.465.128.779.410;24;11201;2201;
34;15;55f6b830-e43e-4227-bfc7-683465236d94;4830;11;1;0;2;E 17 St & 2 Ave;True;4.073.431.166.276.570;-7.398.372.530.937.190;47;10003;2245;
1;0;66dbc551-0aca-11e7-82f6-3863bb44ef7c;352;49;1;0;3;W 56 St & 6 Ave;True;4.076.340.613;-7.397.722.479;54;10019;1746;
8;1;1f872052-38c4-4701-96c4-c363de51c2b5;4236;44;1;0;6;W 54 St & 11 Ave;True;40.768.333;-73.992.573;59;10019;1746;
8;6;82dd89f6-1e5a-4a8f-8660-13cb64349e94;4163;9;1;0;2;Boone Ave & E 172 St;True;40.832.649;-73.885.272;19;10460;399;
12;0;bbb48e80-7d2f-4b3c-bb8c-591bc931945a;4366;6;1;1;1;Albemarle Rd & McDonald Ave;True;40.645.074;-73.979.681;20;11218;736;
9;6;66dbe7b6-0aca-11e7-82f6-3863bb44ef7c;385;16;1;1;1;E 55 St & 2 Ave;True;4.075.797.322;-7.396.603.308;29;10022;791;
