is_returning,last_reported,num_scooters_unavailable,num_bikes_available,num_ebikes_available,station_id,num_scooters_available,legacy_id,num_docks_available,is_installed,num_docks_disabled,num_bikes_disabled,is_renting,eightd_has_available_keys,eightd_station_services,name,has_kiosk,station_type,region_id,lat,electric_bike_surcharge_waiver,lon,rental_methods,rental_uris,capacity_original,eightd_has_key_dispenser,zipCode,capacity_zip_sum
1,1709605472,0.0,3,1,f3eb962c-314a-4431-bac7-2eb2ffbe2fd2,0.0,4998,10,1,0,5,1,False,[],College Ave & E 169 St,True,classic,71.0,40.835122799036405,False,-73.91196817159653,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",19,False,10456,607
1,1709605473,0.0,2,0,18b19467-28ac-4496-b3e4-f6028b1c5105,0.0,3839,24,1,0,2,1,False,[],Putnam Ave & Knickerbocker Ave,True,classic,71.0,40.69545,False,-73.91164,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",29,False,11221,906
1,1709605473,0.0,24,18,1861683217585879154,0.0,1861683217585879154,8,1,0,3,1,False,[],Broadway & Van Cortlandt Park S,True,classic,,40.8863,False,-73.8997,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",35,False,10463,446
1,1709605471,0.0,12,4,66dd4772-0aca-11e7-82f6-3863bb44ef7c,0.0,3152,29,1,0,4,1,False,[],3 Ave & E 71 St,True,classic,71.0,40.76873687,False,-73.96119945,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",47,False,10021,443
1,1709605472,0.0,26,2,8ec47777-852d-4059-a5ea-12eef71a9606,0.0,4660,5,1,0,6,1,False,[],Water St & Gouverneur Ln,True,classic,71.0,40.70469667894968,False,-74.00803416967392,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",37,False,10005,297
1,1709605472,0.0,14,3,1856767203049599002,0.0,1856767203049599002,2,1,0,5,1,False,[],51 Ave & Alstyne Ave,True,classic,,40.74311,False,-73.85715,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",21,False,11368,996
1,1709605469,0.0,6,6,2ec2f95c-675c-4c59-856f-1fb38df59fa2,0.0,4560,12,1,0,2,1,False,[],Grand Concourse & E 192 St,True,classic,71.0,40.86448,False,-73.89522,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",21,False,10458,772
1,1709605469,0.0,33,5,66db728c-0aca-11e7-82f6-3863bb44ef7c,0.0,311,20,1,0,6,1,False,[],Norfolk St & Broome St,True,classic,71.0,40.7172274,False,-73.98802084,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",59,False,10002,1558
1,1709605469,0.0,4,2,1835246516012366338,0.0,1835246516012366338,16,1,0,2,1,False,[],93 St & Northern Blvd,True,classic,,40.7564,False,-73.87504,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",22,False,11372,601
1,1709605470,0.0,15,1,1838999304404452058,0.0,1838999304404452058,0,1,0,6,1,False,[],Winthrop St & Albany Ave,True,classic,,40.6577,False,-73.9398,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",21,False,11203,742
1,1709605473,0.0,1,0,814dd1a9-100c-4b1b-8110-6319bbd464e9,0.0,4938,19,1,0,0,1,False,[],St Marks Ave & Rochester Ave,True,classic,71.0,40.67404,False,-73.92772,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",20,False,11213,698
1,1709605473,0.0,7,2,66dbefee-0aca-11e7-82f6-3863bb44ef7c,0.0,400,6,1,1,1,1,False,[],Pitt St & Stanton St,True,classic,71.0,40.71926081,False,-73.98178024,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",15,False,10002,1558
1,1709605473,0.0,9,4,8066575c-f8e9-4e14-95ea-8d25ceeae2ca,0.0,4475,25,1,1,0,1,False,[],1 St & 6 Ave,True,classic,71.0,40.672784,False,-73.979826,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",35,False,11215,1088
1,1709605473,0.0,11,11,bcd3ee0f-21d7-4cc8-ac45-ccea48b6fc1b,0.0,4764,13,1,0,0,1,False,[],36 St & Queens Blvd,True,classic,71.0,40.74408,False,-73.92901,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",24,False,11101,1806
1,1709605474,0.0,2,2,1905394575114219798,0.0,1905394575114219798,26,1,0,4,1,False,[],Jackson Ave & 49 Ave,True,classic,,40.7429302,False,-73.952037,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",32,False,11101,1806
1,1709605468,0.0,20,2,06e5447e-35b8-45cb-b3bb-937791a6f8ae,0.0,4877,0,1,0,1,1,False,[],59 St & 59 Rd,True,classic,71.0,40.71790852734058,False,-73.908454477787,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",21,False,11378,497
1,1709605468,0.0,15,0,1845676917264180046,0.0,1845676917264180046,3,1,0,1,1,False,[],Snyder Ave & Schenectady Ave,True,classic,,40.65,False,-73.93296,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",19,False,11203,742
1,1709605470,0.0,18,0,7c42f9fc-d280-4841-ad96-e3cc53ee3759,0.0,3958,5,1,0,0,1,False,[],Willis Ave & E 143 St,True,classic,71.0,40.812299,False,-73.92037,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",23,False,10454,437
1,1709605471,0.0,23,5,60c5a043-1367-4a27-96ee-394ba60e2154,0.0,3570,4,1,0,4,1,False,[],35 Ave & 37 St,True,classic,71.0,40.7557327,False,-73.9236611,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",31,False,11101,1806
1,1709605477,0.0,2,0,1828968082192898522,0.0,1828968082192898522,20,1,0,0,1,False,[],86 St & 37 Ave,True,classic,,40.75,False,-73.88062,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",22,False,11372,601
1,1709605477,0.0,4,4,822d96e8-fb6c-463a-b866-aec9e408ad5e,0.0,3565,14,1,0,0,1,False,[],36 Ave & 10 St,True,classic,71.0,40.7614376,False,-73.9411265,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",19,False,11106,571
1,1709605475,0.0,23,2,8b830188-101e-44bf-a755-5e6c611e3edc,0.0,5062,3,1,0,0,1,False,[],Lefferts Ave & Schenectady Ave,True,classic,,40.66343,False,-73.93472,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",27,False,11213,698
1,1709605475,0.0,23,2,d5cb6e67-addb-46d4-93e7-832371736d45,0.0,3986,7,1,0,5,1,False,[],E 149 St & Morris Ave,True,classic,71.0,40.81734,False,-73.922962,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",35,False,10451,645
1,1709605476,0.0,12,3,1856767361963389606,0.0,1856767361963389606,8,1,0,0,1,False,[],Van Cleef St & 108 St,True,classic,,40.74096,False,-73.85357,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",20,False,11368,996
1,1709605476,0.0,12,3,1849010295160437584,0.0,1849010295160437584,8,1,0,0,1,False,[],Waldron St & 108 St,True,classic,,40.73916,False,-73.8526,"['KEY', 'CREDITCARD']","{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",20,False,11368,996
